"x"
"hessSRR094166",1.03120827799978
"hessSRR094403",1.02149923608431
"hessSRR094405",1.02563887933961
"hessSRR094415",1.02543684989591
"hessSRR094416",1.01835741584778
"hessSRR094417",1.02413261313106
"hessSRR094418",1.03224249576183
"hessSRR094419",1
"hessSRR094424",1.02528691005065
"hessSRR094427",1
"hessSRR094428",1.02862913244328
"shiSRR1222429",1.00310237102529
"shiSRR1222431",1.07670923526047
"shiSRR1267595",1.06040674323208
"shiSRR873450",1.68236815464416
"shiSRR873451",2.11600888110783
"shiSRR873452",2.03504262033319
"shiSRR873453",1.14799367432242
"shiSRR873454",2.01664459465321
"shiSRR873455",1.25109032123862
"shiSRR873456",1.94036356862319
"shiSRR873457",1.66051937560883
"shiSRR873458",2.0984038474749
"shiSRR873459",2.99907767093087
"shiSRR873460",2.07253555397281
"shiSRR873461",1.33067161203703
"shiSRR873462",2.3511715010022
"shiSRR873463",1.99401769843849
"shiSRR873464",1.95795487575744
"shiSRR873465",1.71926439310005
"shiSRR873595",1.04147474274485
"shiSRR873596",1.03845989863956
"shiSRR873597",1.29932711551031
"shiSRR873598",1.04034808440396
"shiSRR873599",1.04239953737781
"shiSRR873600",1.24944274398918
"shiSRR873601",1.04356078538233
"shiSRR873602",1.04523124179106
"shiSRR873603",1.03901929779554
"shiSRR873604",1.06778650567901
"shiSRR873605",1.06919949210078
"shiSRR873606",1.04329368249528
"shiSRR873607",1.06303985232248
"shiSRR873608",1.05080764233716
"shiSRR873609",1.04637274195117
"shiSRR873610",1.04096513530157
"stewartERR2027889",1.03633118580655
"stewartERR2027890",1.03144626684826
"stewartERR2027891",1.03101765179791
"stewartERR2027892",1.02485846496378
"stewartERR2027893",1.02798838880969
"stewartERR2027894",1.0261447201534
"stewartERR2027895",1.03269706264583
"stewartERR2027896",1.0291322688724
"stewartERR2027897",1.03182532597201
"stewartERR2027898",1.02960670766517
"stewartERR2027899",1.01629532454977
"stewartERR2027900",1.02809725034276
"stewartERR2027901",1.02384739823613
"stewartERR2027902",1.02945817545553
"stewartERR2027903",1.03153293512521
"stewartERR2027904",1.02016640024769
"stewartERR2027905",1.02336095242871
"stewartERR2027906",1.01613542415585
"stewartERR2027907",1.04069340267447
"stewartERR2027908",1.02924096718483
"stewartERR2027909",1.02705525214373
"stewartERR2027910",1.03483315160434
"stewartERR2027911",1.03308495368425
"stewartERR2027912",1.04525945998698
"stewartERR2027913",1.04476225786917
"stewartERR2027914",1.03350154776768
"stewartERR2027915",1.03179766394622
"stewartERR2027916",1.03706910505667
"stewartERR2027917",1.0389891989862
"stewartERR2027918",1.03737450086825
"stewartERR2027919",1.03887518581605
"stewartERR2027920",1.04161570574385
"stewartERR2027921",1.03688425136437
"stewartERR2027922",1.03428182768575
"stewartERR2027923",1.0337367314907
"stewartERR2027924",1.03227221560076
"stewartERR2027925",1.0332828891447
"stewartERR2027926",1.04058942301505
"stewartERR2027927",1.03494995013059
"stewartERR2027928",1.03922791057575
"stewartERR2027929",1.02972181126584
"stewartERR2027930",1.03230128576838
"wallaceERR2027889",1.03633118580655
"wallaceERR2027890",1.03602408778468
"wallaceERR2282092",1.87740648212439
"wallaceERR2530126",1.87221064049018
"wallaceERR2530127",1.29511273688887
"wallaceERR983262",1.98209988835643
"wallaceERR983263",1.99612852731846
"wallaceERR983264",1.99235381065936
"wallaceERR983265",1.65261213625448
"wallaceERR983266",1.99509235824665
"wallaceERR983267",1.95460775853627
"wallaceERR983268",1.95335339340498
"wallaceERR983269",2.00111738582638
