"ID","Description","Species","Candidatus Korarchaeota","Candidatus Micrarchaeota","Crenarchaeota","Euryarchaeota","Thaumarchaeota","Acidobacteria","Actinobacteria","Aquificae","Armatimonadetes","Bacteroidetes","Caldiserica","Calditrichaeota","Candidatus Bipolaricaulota","Candidatus Cloacimonetes","Candidatus Gracilibacteria","Candidatus Saccharibacteria","Chlamydiae","Chlorobi","Chloroflexi","Chrysiogenetes","Coprothermobacterota","Cyanobacteria","Deferribacteres","Deinococcus-Thermus","Dictyoglomi","Elusimicrobia","Fibrobacteres","Firmicutes","Fusobacteria","Gemmatimonadetes","Ignavibacteriae","Kiritimatiellaeota","Lentisphaerae","Nitrospirae","Planctomycetes","Proteobacteria","Spirochaetes","Synergistetes","Tenericutes","Thermodesulfobacteria","Thermotogae","Verrucomicrobia","Chordata","Apicomplexa","Bacillariophyta"
"shiSRR1222429","low methane producing","ovine",0.10851871947911,0,3.90667390124797,285.946825827455,2.1703743895822,26.587086272382,1403.03852414541,6.61964188822572,4.12371134020619,4708.73575691808,0.434074877916441,2.06185567010309,0.651112316874661,1.0851871947911,0.651112316874661,1.84481823114487,4.2322300596853,26.3700488334238,28.3233857840477,2.06185567010309,0.651112316874661,600.108518719478,4.12371134020619,35.0515463917526,1.30222463374932,3.36408030385241,93.2175800325556,2716.11502984265,18.7737384698861,8.03038524145415,2.27889310906131,3.79815518176886,9.11557243624525,5.86001085187195,50.4612045577862,2447.42268041237,73.0330982094411,15.3011394465545,44.2756375474769,2.06185567010309,9.87520347259902,44.7097124253934,87.683125339121,46.6630493760174,2.1703743895822
"shiSRR1222431","high methane producing","ovine",0.352916584093235,0.306765953865658,29.7020026658776,1574.15999066128,11.0734365116639,125.763182113102,7197.45954354312,23.3685073528813,25.9339394449437,16368.4584875081,1.13204781205292,9.61019005915425,3.4585825241137,2.37811482819749,0.988166435461058,12.7185707421293,13.7474583219088,124.229352343773,155.136700881477,9.94410344256554,1.65870794523821,1998.60462212135,25.7031862938058,225.358956887167,3.66490298866052,32.5932039124876,414.074313373638,11757.5001560977,96.7507241576831,36.3069722743302,10.8046769591621,17.0838774130671,47.2853927825844,30.128217309744,267.689943777673,12209.6786015816,341.805141180207,86.9912232360279,171.161828542265,8.07907503278052,48.425584823501,250.546342019606,403.038883263338,199.995113462682,10.8535423323443
"shiSRR1267595","low methane producing","ovine",1.03026646220329,311.708072090034,20.8938992485255,592.531999074668,9.46557312149274,61.4200983045916,2597.30652096664,19.3151112902418,11.535645550179,17370.8863868889,1.03742109041304,5.75232108063504,0.946795799756266,1.51201142832613,1.55970894972443,5.76424546098462,12.6756163115984,84.0644965884348,61.7539809543797,6.6347252265036,1.23059605207615,2787.74126002542,12.3989706874882,71.4461173025144,2.81892351463956,7.61967904337851,637.849414155193,5182.38339744675,92.5403461409128,16.2529304164709,7.50282011595267,6.02419695260536,15.6066290015239,15.2918253602952,132.19368055539,6088.66492252732,219.663780171663,24.1587945882392,188.014089847821,5.47806033259482,32.7515030681431,120.336076735772,461.929030857911,255.563319652094,9.42026047616435
"shiSRR873450","low methane producing","ovine",0.0547165681768439,3.09148610199168,6.9763624425476,233.229371853797,1.66885532939374,45.7430509958415,3970.37097833224,6.78485445392865,10.5329393740425,11997.537754432,0.738673670387393,2.84526154519589,1.01225651127161,0.766031954475815,0.109433136353688,3.00941124972642,7.52352812431604,50.7496169840228,51.8986649157365,4.78769971547385,0.766031954475815,151.811118406653,9.84898227183191,75.4541475158678,1.1216896476253,6.67542131757496,1861.45764937623,14139.1168745896,42.077040927993,11.4357627489604,3.66601006784854,6.48391332895601,20.1083388049902,8.72729262420661,81.2814620267017,4012.83103523747,142.892317793828,44.1015539505362,343.647406434669,2.16130444298534,17.0168527029985,77.4513022543226,53.9505362223681,72.9919019479098,5.30750711315386
"shiSRR873451","low methane producing","ovine",0.468260108310599,30.2740339590374,8.28616800358321,297.487682723238,2.7077649741439,40.4739606661509,2810.80255710737,10.2610041125453,7.24785211124231,13030.9255262836,0.651492324606051,3.33889816360601,0.570055784030294,0.468260108310599,0.142513946007574,3.35925729874995,4.54008713709842,59.2654424040067,50.5110142921129,4.27541838022721,0.488619243454538,153.71147033674,9.67058919337106,59.2654424040067,2.21914573068936,5.04906551569689,2323.42522089662,14913.1886477462,41.0643755853251,10.0777718962498,2.7077649741439,5.96522659717415,17.7328067103709,10.2406449774014,104.727391180423,4105.33816523473,157.762938230384,38.0105053137343,101.897471395415,2.66704670385602,19.728001954477,68.1216661916202,64.4366627305672,297.467323588094,13.2741561138483
"shiSRR873452","low methane producing","ovine",0.0183009406683504,0.0366018813367007,7.9975110720691,191.81215914498,2.23271476153874,51.7550602100948,2346.91263130925,9.93741078291424,9.31517880019033,15875.6817100399,1.15295926210607,5.0510596244647,0.677134804728963,0.549028220050511,0.0183009406683504,4.9412539804546,5.3072727938216,85.4836938618645,47.4726400937008,3.71509095567512,0.384319754035357,153.782804436148,13.2864829252224,67.8781889389115,2.10460817686029,3.82489659968522,271.604260458988,9360.21741517514,39.3470224369533,14.9884704073789,5.2340690311482,4.70334175176604,13.6158998572527,10.5413418249698,103.674828886205,4224.58914388199,212.126203286849,38.8711979795761,317.210204604517,2.28761758354379,27.3782072398521,74.539731342191,56.4950038431975,107.335017019875,6.29552358991252
"shiSRR873453","low methane producing","ovine",0.0239200114816055,5.32220255465723,7.05640338707363,198.045735061953,2.10496101038129,59.2977084629001,3607.55633162704,10.8477252069081,10.4769650289432,13721.2601062048,0.514280246854519,6.24312299669904,0.801320384633785,0.526240252595321,0.119600057408028,2.81060134908865,5.96804286466058,89.3412428837966,52.9230254030522,3.95876190020571,0.430560206668899,168.719800985504,8.03712385781945,80.5625986700474,1.18404056833947,11.0869253217242,531.670095201646,8268.80112902454,29.409654116634,11.1945653733914,3.58800172224083,4.67636224465388,29.1465339903363,11.8284456776539,100.990288475338,4679.42400612351,204.288858058652,42.1111802133665,125.627900301392,1.81792087260202,29.6727742429316,88.8030426254605,49.8851839448883,115.856575611156,7.98928383485624
"shiSRR873454","low methane producing","ovine",0.77854059027532,0.306697808290278,10.2389883690754,199.660273196971,2.42999032722297,46.2170004954349,2753.48573855192,8.84705216221955,10.2625805081747,10188.1001250383,0.44825064288579,2.66591171821549,1.34475192865737,0.684172033878312,0.165144973694765,3.98707150777361,6.29910113950032,76.0138721777903,59.8296647557034,5.54415268832425,0.495434921084295,136.59848538467,9.22452638780758,88.706443013188,0.896501285771581,3.93988722957511,676.268667280062,8910.65656923113,34.8927737277939,9.22452638780758,6.20473258310331,5.92162691391228,16.2077995611862,12.4330573053059,89.7444971335551,4441.73921249439,226.012692570835,44.6127350366858,69.9978767074811,2.52435888361998,24.1583504376342,80.284049354755,53.6485243116993,130.700450609857,7.7854059027532
"shiSRR873455","low methane producing","ovine",0.0205575199407943,22.9833072938081,11.2655209275553,582.168407203355,11.1010607680289,39.1620754872132,3112.10015623715,8.96307869418633,6.96899925992928,11620.9604473316,0.61672559822383,3.30976071046789,0.370035358934298,1.21289367650687,1.0895485568621,3.06307047117836,8.03799029685059,61.3641970232711,47.6317737028205,5.73554806348162,0.513937998519859,203.601677493627,6.70175150069896,49.5230655373736,4.44042430721158,4.31707918756681,222.267905599868,11224.4058876737,80.071540169394,8.20245045637694,3.70035358934298,5.4477427843105,12.3139544445358,6.57840638105419,66.6680371679961,3710.83792451279,114.752076309514,32.9742619850341,136.501932406874,4.56376942685634,22.4282542554066,59.1028698297837,215.216676260176,1262.93068004276,29.1505632760464
"shiSRR873456","low methane producing","ovine",0.17827127795039,0.84042173890898,9.67758366016401,228.059899149391,2.419395915041,60.4084958997606,3057.0213416187,9.65211633474252,9.11730250089136,13559.9246167168,0.4838791830082,5.24626903682575,1.12056231854531,0.611215810115622,0.0509346508429685,3.84556613864412,4.2021086945449,73.2694952376101,59.7208781133805,3.74369683695818,0.560281159272653,174.171038557531,6.64697193500739,89.3393775785667,2.11378800998319,4.25304334538787,466.968878928335,6912.97814903479,18.7694188356339,14.9493200224112,5.83201752151989,5.27173636224724,19.3042326694851,10.3397341211226,105.612998522895,4622.65063922989,245.937961595273,49.1774053888861,176.7432384251,3.03061172515662,19.8645138287577,87.3529261956909,37.92084755259,72.4545408241227,6.468700657057
