"","hessSRR094166","hessSRR094403","hessSRR094405","hessSRR094415","hessSRR094416","hessSRR094417","hessSRR094418","hessSRR094419","hessSRR094424","hessSRR094427","hessSRR094428","shiSRR1222429","shiSRR1222431","shiSRR1267595","shiSRR873450","shiSRR873451","shiSRR873452","shiSRR873453","shiSRR873454","shiSRR873455","shiSRR873456","shiSRR873457","shiSRR873458","shiSRR873459","shiSRR873460","shiSRR873461","shiSRR873462","shiSRR873463","shiSRR873464","shiSRR873465","shiSRR873595","shiSRR873596","shiSRR873597","shiSRR873598","shiSRR873599","shiSRR873600","shiSRR873601","shiSRR873602","shiSRR873603","shiSRR873604","shiSRR873605","shiSRR873606","shiSRR873607","shiSRR873608","shiSRR873609","shiSRR873610","stewartERR2027889","stewartERR2027890","stewartERR2027891","stewartERR2027892","stewartERR2027893","stewartERR2027894","stewartERR2027895","stewartERR2027896","stewartERR2027897","stewartERR2027898","stewartERR2027899","stewartERR2027900","stewartERR2027901","stewartERR2027902","stewartERR2027903","stewartERR2027904","stewartERR2027905","stewartERR2027906","stewartERR2027907","stewartERR2027908","stewartERR2027909","stewartERR2027910","stewartERR2027911","stewartERR2027912","stewartERR2027913","stewartERR2027914","stewartERR2027915","stewartERR2027916","stewartERR2027917","stewartERR2027918","stewartERR2027919","stewartERR2027920","stewartERR2027921","stewartERR2027922","stewartERR2027923","stewartERR2027924","stewartERR2027925","stewartERR2027926","stewartERR2027927","stewartERR2027928","stewartERR2027929","stewartERR2027930","wallaceERR2027889","wallaceERR2027890","wallaceERR2282092","wallaceERR2530126","wallaceERR2530127","wallaceERR983262","wallaceERR983263","wallaceERR983264","wallaceERR983265","wallaceERR983266","wallaceERR983267","wallaceERR983268","wallaceERR983269"
"gene:plasmid:134501",69.4444444444446,70.5882352941178,0,0,102.409638554217,0,0,0,0,0,68.0741059887979,0,25.8920520417364,36.4298724954463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.2029950083195,92.8980725820455,6.86235186873291,65.6900892652781,48.8357050452781,13.5647052985062,54.2688465031789,49.712483769245,0,31.4259525991882,33.32927867656,42.2872795754152,48.9067894131185,33.1597697999452,22.9885057471264,60.5345911949686,0,63.1494804156675,70.6401766004415,0,0,33.3333333333333,0,128.329297820823,0,38.5405960945529,190.897597977244,0,41.7044424297371,0,0,0,0,27.6395798783859,31.0841546626232,97.2972972972973,52.8301886792453,0,0,40.9047160731473,0,60.9243697478992,30.1094890510949,33.9602925809822,75.1295336787565,0,45.3964194373402,45.1293340671437,0,58,51.5713134568896,57.0944036178632,0,0,69.2871419053964,0,31.6967060285892,57.6619273301738,0,38.0818053596615,0,0,0,4.30261742560057,8.16882232811436,0,0,0,0,12.5618576322802,14.807959278112
"gene:plasmid:13451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1914311759344,0,0,16.6746621230418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene:plasmid:13454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20692798541477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene:plasmid:134554",0,0,0,0,0,0,0,0,1955.32012897282,0,1629.47005601034,0,1119.0261496844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573.28694599909,1685.70932453551,75.3400182315406,1732.43305104143,1419.63130659767,180.840680882037,1993.41507720254,1566.12873307364,0,1314.65235039937,1056.80574139399,1776.06574216744,1474.87533563483,1032.7486982735,1238.7480958316,2377.62054507338,1217.21854304636,2211.03117505995,0,0,2375.85943468297,2368.66666666667,0,2535.10895883777,2626.5172735761,1937.30729701953,0,1988.77245508982,0,2626.02291325696,4668.57142857143,0,0,0,0,2924.32432432433,0,0,2826.73942701228,1240.61597690087,1470.31354236157,1409.13865546219,0,1371.99582027168,0,0,1311.3810741688,1713.26362135388,1379.29061784897,0,2236.09991941982,2125.49462973431,0,0,1884.07728181213,3717.71771771772,0,1802.52764612954,1217.21854304636,0,248.498356692229,0,0,0,548.332198774677,935.618479880775,0,0,763.291139240506,944.423296535973,583.526145303101
"gene:plasmid:134555",87.9629629629631,0,0,0,0,0,0,0,99.032703823123,0,90.0473933649289,0,105.886899394564,59.6539162112933,0,0,0,0,0,52.3917995444192,0,0,0,205.882352941177,0,0,0,227.722772277229,401.826484018266,0,123.430645893208,137.52387567286,6.55606198723792,141.680018310826,97.9948253557568,13.3661974160891,159.627611262489,94.6021146355036,100.352112676056,96.7657457116669,81.3769614402141,67.9678137305256,131.760644418872,100.301452452727,116.327378479435,169.025157232704,0,110.31175059952,0,0,90.1451489686784,0,91.1528150134048,0,165.266106442577,133.093525179856,221.238938053097,161.676646706587,0,141.571194762684,227.428571428572,353.333333333333,195.630585898709,0,421.53146322972,109.90990990991,189.937106918239,171.040723981901,0,109.239653512993,163.442294863242,0,134.124087591241,0,122.625215889465,0,115.089514066496,0,0,0,0,96.6647823629169,0,0,124.583610926049,214.714714714715,121.19328775637,113.744075829384,0,0,16.8108496090061,0,30.2684180468304,65.2563642882754,62.6276378488768,115.0521609538,0,83.5803200948429,75.5274261603376,0,56.918093475243
"gene:plasmid:134556",37.0370370370371,70.5882352941178,32.4675324675326,46.5116279069768,60.2409638554218,17.2413793103449,25.7731958762887,58.8235294117649,34.546292031322,0,31.021111589832,0,20.4817725106273,13.6612021857923,0,0,0,138.728323699422,0,123.006833712984,0,152.542372881356,130.841121495327,0,97.2762645914398,103.626943005182,92.071611253197,198.019801980199,73.0593607305938,0,21.1768265012857,19.795103316548,2.81494986326345,22.6596475165942,15.2005174644243,4.48296967792096,20.6630336058129,19.1059172695233,24.0610328638498,12.9632054471651,13.2587276487045,19.8596130799521,31.4537782892213,21.6497670594683,19.5263813876194,41.1425576519916,38.4105960264901,0,32.0088300220751,90.909090909091,29.0297937356761,37.3333333333333,17.426273458445,75.0605326876514,43.8842203548086,15.9301130524152,20.8596713021492,44.9101796407186,29.9184043517679,44.189852700491,27.4285714285714,27.7777777777778,73.485600794439,18.2421227197347,57.6194086429113,37.8378378378379,20.125786163522,33.4841628959276,62.755798090041,25.9865255052936,26.6844563042028,26.2605042016807,46.5328467153285,30.8254963427377,27.6338514680484,31.5682281059063,35.8056265984655,30.2696752889378,39.4736842105263,34.6666666666667,20.9508460918614,24.3075183719616,27.9279279279279,41.9880034275921,39.307128580946,48.0480480480481,26.7246737103791,30.8056872037915,38.4105960264901,0,1.7755279362321,6.98215671062839,5.71102227298687,16.8519182502689,16.3376446562287,33.0849478390462,15.8590308370044,0,18.9873417721519,13.7038446897602,18.972697825081
"gene:plasmid:134557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543.53803849679,0,0,0,1409.15319265552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene:plasmid:134559",27.7777777777778,58.8235294117649,90.9090909090912,74.4186046511629,36.1445783132531,25.8620689655173,77.3195876288662,0,49.2860432980194,63.6363636363639,55.148642826368,0,40.5770964833183,91.5300546448087,32.2580645161291,113.924050632912,0,46.2427745664741,0,34.1685649202734,88.4955752212393,25.4237288135594,98.1308411214955,73.5294117647061,136.186770428016,93.2642487046634,20.460358056266,89.1089108910895,27.3972602739727,138.297872340426,37.3619724701256,64.5945476645251,2.93163172288058,85.145342183566,48.0271668822768,5.27700120758962,119.209809264305,62.3260990539789,65.1408450704226,41.508445724761,56.3191825811945,45.5401472350625,55.6194859992328,36.9964373801041,36.4215482620136,65.5136268343816,58.9403973509934,59.9520383693046,96.0264900662252,53.2467532467533,42.0168067226891,23.3333333333333,40.2144772117963,264.729620661824,78.4313725490196,66.2898252826311,10.1137800252845,46.4071856287425,58.023572076156,100.654664484452,146.285714285714,33.3333333333333,58.5898709036743,13.2669983416252,19.7119029567855,97.2972972972973,62.8930817610063,60.633484162896,141.882673942701,87.1029836381136,88.0587058038693,59.873949579832,100.36496350365,66.8756530825496,77.720207253886,79.4297352342159,58.1841432225064,58.8882773802972,61.2128146453089,62.6666666666667,73.3279613215149,50.3109101187111,79.2792792792793,63.4104541559555,101.26582278481,189.189189189189,50.341827221877,47.39336492891,58.9403973509934,59.2383638928068,2.98439802047524,14.9340574088441,11.4220445459737,11.1150950161348,13.9550714771954,10.1341281669151,12.3348017621145,17.78304682869,26.1603375527426,22.8397411496003,29.615918556224
"gene:plasmid:13463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.491075416453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene:plasmid:13466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74840474020055,0,0,4.63185058973383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene:plasmid:13467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700091157702826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene:plasmid:134670",0,0,0,0,0,0,0,0,6.4486411791801,0,0,0,2.44750740693031,14.799635701275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.7658448041144,20.4896683451988,5.54238833181404,0,24.2561448900388,9.80959785611487,66.5304268846503,24.2997588573548,0,4.97577582820479,0,3.76647834274953,0,27.1307207454097,0,11.5303983228512,0,39.1686650679457,0,0,0,2,0,16.9491525423729,13.0718954248366,10.7913669064748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1806722689076,0,0,0,0,19.1815856777494,0,0,0,0,4.52232899943471,0,0,0,0,0,11.8483412322275,0,31.0296191819464,0,0,0,0,0,0,0,0,0,0,2.313743637205
"gene:plasmid:13469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91978122151322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene:plasmid:13472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.105742935278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene:plasmid:134726",273.148148148149,300.000000000001,396.103896103897,269.767441860466,240.963855421687,258.620689655173,242.268041237114,0,218.793182865039,0,195.174493752693,0,106.788612649749,66.0291438979963,0,0,0,0,0,0,0,0,0,0,0,0,30.690537084399,0,0,0,152.170624716382,134.919256815419,10.0856882406563,108.033875028611,147.800776196636,20.2808886536203,106.721162579473,104.989797811167,138.49765258216,86.8141940552573,109.475732879212,117.78804999144,171.077867280399,147.026582625377,116.465863453815,207.547169811321,159.602649006623,183.053557154277,229.580573951435,309.090909090909,168.067226890756,248,146.782841823056,397.094430992736,271.708683473389,140.287769784173,64.4753476611884,306.88622754491,119.673617407072,213.584288052373,180.571428571429,135.555555555556,291.956305858987,153.123272526258,195.602729340409,281.981981981982,158.490566037736,223.529411764706,392.905866302865,156.400384985563,162.775183455637,186.974789915966,224.452554744526,198.537095088819,218.480138169257,173.116089613035,199.488491048593,129.88442487617,200.228832951945,204.666666666667,167.606768734891,171.28321085359,161.261261261261,218.508997429306,214.5236508994,400.900900900901,149.782473586078,190.363349131122,159.602649006623,157.968970380818,8.99097125155831,5.2366175329713,0,55.9340265328075,69.4349897889721,53.9493293591654,135.68281938326,104.327208061648,71.7299578059072,89.8363151884279,94.4007403979639
"gene:plasmid:134728",0,0,0,0,0,0,0,0,0,0,0,0,1338.40010305294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273.32441308843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene:plasmid:134729",27.7777777777778,29.4117647058824,32.4675324675326,37.2093023255815,0,0,0,0,30.4007369875633,0,28.866867729427,0,20.4817725106273,12.9781420765027,24.1935483870969,0,0,0,0,168.564920273349,0,0,93.4579439252338,0,73.9299610894943,0,117.64705882353,247.524752475249,0,53.1914893617024,25.5634548479806,18.2323320020837,3.05560619872379,22.4307621881437,16.6558861578267,4.73110453094242,24.0690281562216,20.2188833240586,25.8215962441315,17.2842739295535,12.8938085391072,18.4899845916795,37.9746835443038,25.3494107974788,22.1575959008448,52.9350104821803,36.4238410596027,19.9840127897682,0,83.1168831168832,29.7937356760886,43.3333333333333,15.4155495978552,83.9386602098467,38.2819794584501,16.9578622816033,22.75600505689,31.437125748503,26.2919310970082,34.3698854337152,21.7142857142857,18.8888888888889,62.5620655412116,21.0060807075733,42.456406368461,48.6486486486487,35.2201257861635,34.3891402714932,64.1200545702592,34.6487006737247,31.3542361574383,22.5840336134454,56.5693430656935,37.0950888192268,34.5423143350605,16.2932790224033,24.2966751918159,29.7193175564117,39.4736842105263,28,27.3972602739726,20.9157716223855,41.4414414414415,35.9897172236504,45.3031312458361,48.0480480480481,31.0752019888129,24.4865718799368,36.4238410596027,12.6939351198872,2.07774545729289,0,4.56881781838949,13.6249551810685,17.6991150442478,28.6140089418778,18.5022026431718,5.334914048607,17.2995780590717,13.7038446897602,19.898195279963
"gene:plasmid:13473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.637192342753,0,0,15.0204297695654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene:plasmid:134730",0,0,0,0,180.722891566266,0,0,0,103.178258866882,0,91.3399396811719,0,109.107303877367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.7899543379,0,123.430645893208,145.164090988019,6.65086599817685,139.848935683223,95.2457956015524,15.5166994756083,146.457765667575,91.8196994991653,98.5915492957747,88.7783160927066,79.9172850018246,66.2557781201849,143.268124280783,92.3540696081118,107.602825093477,175.052410901468,0,91.127098321343,0,258.441558441559,0,0,95.8445040214477,252.623083131558,146.591970121382,143.884892086331,176.991150442478,0,0,117.021276595745,0,340,189.672293942403,0,0,0,207.547169811321,166.515837104072,0,109.720885466795,143.42895263509,100.840336134454,0,0,129.533678756477,0,0,95.7622454595487,111.556064073227,0,0,0,103.603603603604,117.395029991431,111.925383077948,250.750750750751,0,122.432859399684,0,64.8801128349789,15.7530882852933,0,33.9805825242719,75.6543564001434,63.9891082368959,0,55.5066079295154,0,64.9789029535865,0,0
"gene:plasmid:134731",0,0,0,0,0,0,0,0,1959.46568401658,0,1610.94355881086,0,1154.19296663661,2049.40801457195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567.99273937377,1683.45198819239,72.7803099361896,1732.43305104143,1400.06468305304,184.066433971316,1991.59854677566,0,1275.23474178404,1329.97250229148,1042.2089770101,1790.10443417223,1458.95665515919,1028.2269114826,1278.35479850436,2313.41719077568,1211.2582781457,2135.09192645883,1620.30905077263,0,2340.71810542399,0,0,2607.74818401937,0,1873.07297019527,0,1934.88023952096,3067.08975521306,2636.6612111293,0,4834.44444444445,0,0,0,2974.77477477478,0,0,0,1208.37343599615,0,1349.78991596639,0,0,1564.76683937824,2649.69450101833,1234.01534526854,1688.4975233902,0,1290.66666666667,0,0,0,0,2005.32978014657,0,1265.38222498446,0,1211.2582781457,1819.46403385049,242.151788749953,0,0,0,537.780803267529,957.675111773473,0,995.257854179016,751.054852320675,0,600.185099490977
"gene:plasmid:13475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.306289881495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene:plasmid:13478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9753441234306,0,20.6672743846855,0,0,39.833915071711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene:plasmid:13479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6317228805834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene:plasmid:134798",55.5555555555557,76.4705882352943,32.4675324675326,27.9069767441861,72.2891566265062,64.6551724137932,51.5463917525774,0,52.5103638876094,100,49.116760017234,0,38.129589076388,77.6411657559198,0,63.2911392405067,0,28.9017341040463,0,15.9453302961276,53.0973451327436,25.4237288135594,60.747663551402,36.7647058823531,136.186770428016,88.0829015544043,38.3631713554988,49.5049504950497,31.9634703196348,170.212765957448,32.0677658448041,73.6238930369856,2.85870556061987,79.8809796292058,44.6313065976714,5.59130535475013,125.11353315168,57.6887404934149,77.4647887323944,42.9488018855572,53.886388517212,57.8668036295155,51.7836593785961,40.1479857495204,39.60670267276,57.6519916142558,68.2119205298013,49.5603517186251,79.4701986754967,50.6493506493507,27.501909854851,24.6666666666667,42.2252010723861,234.866828087167,87.7684407096172,68.8591983556013,12.6422250316056,50.8982035928144,66.1831368993654,98.1996726677578,132.571428571429,37.7777777777778,50.6454816285998,14.3725815367606,19.7119029567855,90.0900900900901,80.5031446540881,64.2533936651584,124.147339699864,59.1915303176131,82.0547031354237,52.5210084033614,82.1167883211679,68.9655172413793,82.9015544041451,85.5397148676171,70.9718670076727,69.3450742982939,50.9153318077803,62.6666666666667,76.5511684125705,60.4861503674393,81.981981981982,69.4087403598972,117.921385742838,178.678678678679,62.7719080174021,49.7630331753555,68.2119205298013,43.7235543018336,2.68218049941445,13.9643134212568,7.70988006853227,7.88813194693439,14.2954390742001,8.04769001490313,17.6211453744493,15.411973918198,31.6455696202532,23.2204035020936,25.913928736696
"gene:plasmid:13483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.480372533126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene:plasmid:134908",0,0,0,0,0,0,113.40206185567,0,12.4366651312759,0,0,0,53.7163467731547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.900468915444,70.8456329223824,3.00455788514129,0,56.27425614489,6.38533688441878,64.2597638510445,53.7933593025413,41.6666666666667,62.3281393217232,62.1578883347525,40.5752439650745,103.759110088224,0,67.3036975488159,88.3123689727463,0,0,6.62251655629139,0,19.0985485103132,0,0,17.7562550443906,22.4089635854342,9.2497430626927,0,0,12.6926563916591,5.72831423895254,0,10,0,8.84466556108347,0,20.7207207207207,0,33.4841628959276,58.6630286493861,9.14340712223292,9.33955970647098,0,13.6861313868613,9.92685475444096,11.2262521588947,4.07331975560082,22.3785166240409,0,16.0183066361556,8,0,11.8711136235161,8.10810810810811,19.7086546700943,15.9893404397069,27.027027027027,0,0,0,0,0,0,0,0,0,0,0,0,5.48523206751055,0,3.701989819528
"gene:plasmid:134925",0,0,0,0,0,0,0,0,8.29111008751727,0,0,0,1.15934561380909,0,0,0,0,0,0,0,0,0,0,0,0,25.9067357512954,0,0,0,10.6382978723405,0,0,0,5.03547722590982,22.477360931436,0,0,3.52439250602857,3.52112676056338,5.49954170485793,0,6.1633281972265,5.56194859992328,0,0,4.19287211740042,5.96026490066225,6.39488409272582,20.9713024282561,0,0,0,0,0,9.33706816059758,33.9157245632066,0,0,0,10.6382978723404,0,2.22222222222222,0,0,0,0,0,5.42986425339367,0,0,2.66844563042028,0,5.47445255474453,0,0,0,1.91815856777494,0,0,0,0,0,0,0,5.99600266489008,0,0,0,5.96026490066225,9.87306064880113,0,0,0,0,0,22.9508196721311,0,0,0,0,0
"gene:plasmid:13493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67239582471754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene:plasmid:134941",0,0,0,1776.74418604652,0,0,0,0,1963.15062183326,0,1627.74666092202,0,1118.76851732578,2029.82695810565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547.57222810467,1720.61121722521,73.640838650866,1760.35706111238,1421.89521345408,181.370035235149,2022.93369663942,1498.60879243183,0,1320.54471651172,1059.36017516117,1771.95685670262,1481.39624088991,1059.74239517676,1241.65628029359,2287.99790356394,1191.39072847682,0,1661.14790286976,0,2352.94117647059,2386,0,2604.5197740113,2478.0578898226,1873.58684480987,0,1949.10179640719,0,2590.83469721768,0,4682.22222222222,0,0,0,2965.76576576577,0,0,2785.81173260573,0,1422.28152101401,1330.35714285714,0,1428.94461859979,0,0,0,1752.88937809576,0,0,2247.38114423852,2046.91916336914,0,0,1938.70752831446,3623.12312312313,1223.11995027968,1853.87045813586,1191.39072847682,0,0,0,0,0,532.675289312457,938.897168405365,0,0,755.696202531646,0,585.839888940306
"gene:plasmid:134942",92.5925925925928,129.411764705883,0,0,0,0,0,0,102.717641639797,0,95.2175786299009,0,100.090171325518,56.9216757741348,0,0,0,156.06936416185,0,52.3917995444192,0,0,0,242.64705882353,0,0,150.895140664962,0,424.657534246576,0,130.237482982907,148.289633616947,6.83318140382862,137.560082398718,97.1862871927555,13.5316206514367,151.453224341508,99.053978853645,98.0046948356808,91.7899698834621,75.5382556866561,64.7149460708783,144.610663598005,96.3277610304193,110.649494529844,152.253668763103,121.854304635762,91.9264588329337,120.309050772627,0,0,154,83.1099195710456,276.836158192091,0,0,229.456384323641,158.682634730539,206.708975521306,130.114566284779,0,323.333333333333,0,108.347153123273,0,121.621621621622,220.125786163522,0,226.466575716235,0,0,0,0,132.706374085684,120.034542314335,0,139.386189258312,106.769400110072,124.713958810069,129.333333333333,119.258662369057,85.3589598643302,0,0,139.240506329114,253.753753753754,119.950279676818,0,121.854304635762,0,16.8486267991387,0,0,0,54.1184479237577,112.071535022355,0,103.734439834025,79.3248945147679,0,55.52984729292
"gene:plasmid:134943",0,41.1764705882354,0,32.5581395348838,0,0,20.618556701031,0,35.9281437125749,0,29.728565273589,0,20.2241401520031,13.6612021857923,0,0,0,0,0,127.562642369021,0,0,0,0,116.731517509728,0,120.204603580563,0,86.7579908675801,117.021276595745,26.1685070337317,20.1423858308734,2.88787602552416,14.1908903639277,16.0090556274256,4.86344311922053,20.6630336058129,22.2593210907067,25.2347417840376,13.8797957313081,17.1511981510765,17.4627632254751,32.6045262754123,23.7051246916964,18.4185015925772,46.6457023060797,33.112582781457,0,30.9050772626932,85.7142857142858,19.8624904507258,42,10.7238605898123,79.9031476997579,38.2819794584501,12.3329907502569,35.3982300884956,45.6586826347306,32.6382592928377,31.0965630114566,19.4285714285714,30,73.485600794439,17.1365395245992,59.1357088703564,43.2432432432433,27.6729559748428,40.7239819004525,66.8485675306958,29.8363811357074,29.3529019346231,29.936974789916,51.0948905109489,33.4378265412748,38.860103626943,28.5132382892057,35.8056265984655,28.6186020913594,44.6224256292906,27.3333333333333,50.7655116841257,19.7851893725269,21.6216216216216,45.4155955441303,39.9733510992672,85.5855855855856,0,27.6461295418641,33.112582781457,0,1.58664198556911,3.4910783553142,3.99771559109081,15.7762638938688,17.0183798502383,28.6140089418778,17.6211453744493,9.48429164196799,14.3459915611814,12.9425199847735,18.50994909764
"gene:plasmid:134944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405.04247739107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
