"Family","stewartERR2027890","shiSRR873458","shiSRR873455","stewartERR2027917","shiSRR873463","wallaceERR983265","shiSRR873599","wallaceERR983268","stewartERR2027895","hessSRR094166","stewartERR2027928","stewartERR2027923","shiSRR873457","hessSRR094424","shiSRR873597","shiSRR873452","hessSRR094418","shiSRR873460","stewartERR2027903","stewartERR2027908","shiSRR873602","shiSRR873596","stewartERR2027927","stewartERR2027929","stewartERR2027912","wallaceERR983264","shiSRR873459","shiSRR873606","shiSRR873604","stewartERR2027909","stewartERR2027920","shiSRR873454","shiSRR873462","stewartERR2027889","stewartERR2027916","shiSRR873464","stewartERR2027891","shiSRR873595","stewartERR2027900","hessSRR094416","shiSRR873609","wallaceERR983263","hessSRR094415","stewartERR2027925","shiSRR1222431","stewartERR2027898","stewartERR2027918","shiSRR873456","hessSRR094419","hessSRR094403","shiSRR873598","shiSRR873605","stewartERR2027926","hessSRR094417","stewartERR2027915","stewartERR2027897","shiSRR873607","stewartERR2027924","stewartERR2027902","wallaceERR2027890","shiSRR1222429","wallaceERR2530126","wallaceERR2027889","stewartERR2027899","shiSRR1267595","stewartERR2027919","shiSRR873608","shiSRR873451","hessSRR094428","shiSRR873601","stewartERR2027910","stewartERR2027907","hessSRR094427","shiSRR873610","wallaceERR983269","stewartERR2027921","hessSRR094405","wallaceERR983266","shiSRR873465","stewartERR2027913","wallaceERR983262","stewartERR2027905","shiSRR873461","stewartERR2027911","shiSRR873453","stewartERR2027914","stewartERR2027901","wallaceERR983267","stewartERR2027893","stewartERR2027892","shiSRR873603","stewartERR2027904","stewartERR2027896","stewartERR2027894","wallaceERR2530127","stewartERR2027906","wallaceERR2282092","stewartERR2027930","stewartERR2027922","shiSRR873600","shiSRR873450"
"Desulfomicrobiaceae",12.0764230455523,10.9822993835888,8.14077789655456,13.452075715969,11.2568628173477,7.62575074004574,15.9478890549192,14.851392112459,8.98380096374013,15.4310269988714,14.2226947576546,11.2758905233654,12.9146525958452,17.9397359800201,11.2442185431546,10.9988653416786,15.2106519169436,11.5338121311242,14.1375245221872,12.1540836929411,14.0093086952096,13.9504649092806,17.1656250852823,12.3437451047965,16.7439486478537,11.207130648691,10.9438892376606,16.948184160226,21.0291108048281,11.1678293133734,13.6453788179294,16.3021681175832,9.46140372826223,13.5494924279456,14.2344968875581,11.3864374153766,11.8348005853523,13.9799197129439,10.404116607177,14.5406624824105,25.2719693550217,11.3216041808279,14.3953934740883,11.2965611233216,30.296531372927,7.64874729311613,12.7461291117966,13.1411399174859,8.46776219910548,14.4223470472142,10.8218249579781,21.4904270382303,15.0153337392538,15.2304866065707,12.98434980379,13.5817083047785,21.3923704971177,13.852697971868,13.6788959338138,7.98828194776892,6.29408572978839,13.9632408851066,13.5494924279456,5.92263861494631,11.6882776186535,15.867593946267,21.2101764840706,13.2945152489922,20.1879660640754,15.9878958425689,12.7462340672074,9.43367548561643,9.67805096360941,16.2074593600927,14.1841717104929,14.3254023053865,12.3967819312658,7.69009050556292,10.6384350539659,13.7541705967649,7.33661600536597,11.4399608890226,10.5422715044586,12.0030686686076,11.9958857580252,15.1170948451542,9.7841132114451,13.1348769267922,12.646880892347,11.8053262566599,10.5297590305145,9.28138449217707,10.9221152782387,11.3749624262368,11.597140122727,11.4349795200859,15.8871660988889,12.5541802695516,15.5815160138992,13.5085118583025,12.7216021011162
"Desulfovibrionaceae",150.937986603722,213.968218062546,121.88553572897,161.849710982659,242.676590883968,68.9568634608474,181.621482708095,155.331184634612,117.366118724582,199.518187342651,183.164992585546,140.247922073731,245.489096343308,237.439590023029,157.20823050648,174.243256103364,202.489015768227,221.161914243049,117.210365090419,161.684943980363,167.05221567303,168.053499087601,206.601533717217,155.894608227075,191.597314739519,125.779914700573,180.786263298098,227.013733067398,274.868959612413,116.824208735215,171.0392701309,227.404628777691,188.743275365945,171.008357497781,188.034827830746,258.511280403256,149.950059232074,172.640608886124,120.060202752662,205.244466283979,338.07233045212,130.178585616045,192.212777625446,135.409968231421,394.150814830098,91.3952440177443,141.31446657978,182.014974787348,108.146137996884,190.505107462751,145.837573997402,280.227165459359,194.573699704497,206.412611611911,152.87603814211,163.821568749611,280.277882859297,172.46023414071,176.95406347658,101.003894108821,57.6234400434075,151.414373382284,171.008357497781,88.0287091825553,136.207426981057,194.582974672879,274.79944991978,185.573516837005,263.444012681249,185.405624192896,158.639325266417,83.8695295321667,130.290061816453,214.441445308616,164.017598291033,172.50595030178,193.678490309707,78.4054879806307,180.763130407871,170.512297101347,73.2361704008361,138.998157271257,180.065274686258,166.356146628991,185.78672917763,192.145792269402,126.301001962607,162.089093340087,141.62828591489,180.283963752431,131.357186249007,114.156797124757,166.124571302135,168.30277333924,111.44263669175,138.670234414915,186.868847666708,151.835947946574,193.325052541103,165.283661489427,126.942438170278
"Desulfurellaceae",3.35648434217356,1.3233048690833,0.986760957158128,2.70052948583739,1.34492796344744,4.73971493266867,2.85797777865283,4.38823164600972,2.7938211270975,1.15027346123795,3.42277309905524,2.51241223844406,1.91874838566843,2.95806169115501,5.92446107833363,1.04315361809597,0.981332381738296,0.910189859916092,2.11198048238727,2.20911358327725,4.90418336093864,3.09727087524456,2.9018730271357,2.31389275532262,3.48634012145959,1.9519831317988,0.814428966523576,3.7552979306906,2.96798646786117,1.69237331278636,2.84410948036493,1.01446198126784,1.54822970098836,4.95944644035139,3.31731148057679,1.15821927864146,4.61081043413626,3.02141840465699,1.88415098730262,1.00511491813897,3.28028713977789,1.87148544743509,1.17513416115006,2.63458456104654,2.79889998615481,2.92123179737089,3.02928137595797,0.993225691437885,1.55786722950902,0.780758637142423,4.51801224249114,3.25767991627506,2.53048593150371,1.34575127098731,2.81498466672259,5.08201536174871,3.29942053457126,2.56810282449485,2.87216170812334,2.44364259940695,0.976668475311991,1.75884607408659,4.95944644035139,4.2187157571773,3.02640773272217,2.50948457646185,4.20811368324547,1.38442118978786,2.55082603697704,2.87570109669834,4.68248390099348,3.24588691073304,1.20276355906129,5.7040168210292,2.34601495346117,2.83502432922025,1.25241461291898,3.36081166772353,1.44424815278082,3.53356890459364,2.095433203517,1.57948177954947,1.43385817094321,3.62141015805549,2.32024111371573,2.66845955968329,2.36752401611404,3.59294839701491,3.59005382872838,2.19719297387419,2.15995057036195,1.65378580218378,3.31341962606483,1.98152161875682,1.7014143006374,1.42017163293759,2.24023803252687,3.82478643260454,3.12364061361719,4.55845154559698,2.35281243160429
"Desulfuromonadaceae",38.0483946711486,43.51071650738,39.2443055669764,42.0352080267423,35.8156159033126,19.934180131982,50.6539774387628,41.2935416882006,29.2924028570452,49.4617588332321,42.752021487927,38.5113611742416,48.3008007084609,61.6522331419675,43.5876901956298,47.4177372716958,46.8586212280036,44.3433122377871,35.3301562592456,40.7537907280573,42.9948829935876,49.2313117515725,49.9822612777338,41.1443251444505,50.0674775507379,35.8513170295353,37.9048814836181,56.0074378791656,70.6234598838909,37.4385998706642,45.7080523601745,48.9300964918489,31.6214187413987,41.7827430247403,46.9230163107714,36.5410025937587,35.0049940767926,52.8407299133207,32.7962377032875,47.5531035715083,71.6956356974412,34.4503394274314,44.988052802695,36.2555307080266,84.2249001653279,32.2724946709547,37.0457964946887,41.8428156674986,26.9109000452284,45.891257672038,38.8469310882471,68.757567051774,47.3307004362714,48.019823129833,40.1927612016815,40.7940760255258,64.871067063165,42.3486011368247,46.3158655322531,25.9297631381516,16.1692892023874,39.8620573122681,41.7827430247403,24.6082621082621,37.9052202552294,48.017233919487,61.2262204904882,41.125452990757,66.6030616537966,49.2299982653278,40.7888988089585,19.5023423752056,32.1389611479399,53.59641655814,43.7604903107675,42.5375498566241,45.8723386189475,21.317807113622,39.5491882551677,43.9279395961501,22.862580138621,32.804332292881,41.458984828415,43.6094023243735,43.2473807587428,50.0826846624127,31.9512447061254,42.8915577492829,37.4063296225807,42.6964734848948,38.790843055707,31.4707624994303,38.217723199469,37.6449556234081,26.98493122408,40.8905515288494,50.0377714551996,39.0249317543054,49.0663144709465,63.6668207245579,35.5110527467717
"Geobacteraceae",81.2822857707803,62.7608437482328,50.5303840144725,84.1159305953808,66.7673827333358,37.1420260427658,91.7350764441699,81.4312964546471,59.5502546051058,89.6996267037069,87.7516950654244,74.9482535277495,80.9748717759492,116.752619117122,82.3066991354373,66.3043080414333,89.5688828422954,71.7627817677594,59.3675892926231,77.4337859772754,95.5390437767764,88.4506635339903,102.179588643579,80.3507091611356,95.4807342941675,67.2268102167628,63.2200485263926,116.144145267182,141.011986801988,63.2323871636465,91.6263387544625,76.5564913770732,54.751032153134,83.9214271815632,92.6089354660783,63.2779236880312,75.0505214745302,95.3600559111558,65.9865707326044,90.0136248911125,150.415285800146,65.8727566450975,84.9426142817972,71.2153640909483,172.983421064776,54.276622351151,71.0623116134194,74.8739367391637,50.0527664706769,86.4473313236028,83.3492467531377,137.261188976216,92.2258779892412,91.2333917204255,81.3222971020572,81.8062070008989,128.835231898908,89.4904365356544,92.6046351993352,54.6818620270801,32.9896907216495,87.2894569082712,83.9214271815632,51.821718167872,73.0940666668257,99.4821626200658,122.826037130415,69.5671647868399,126.998009030587,97.9627238209047,78.1727865053283,45.8105766600128,66.1799669939303,111.116769857957,83.3439296068359,91.1350657579425,84.0603706298159,58.7767337291751,70.4328875936505,86.5653991806625,42.3298305454886,71.1330901432816,64.3460923950894,86.1037915211352,79.4503181361527,98.227708549093,62.4976758599318,85.818455974602,68.7144251277273,86.6770207856901,67.3998037352607,58.8624037190648,78.1972563336652,79.9767438181272,85.2083294238336,74.2992232353935,115.54592053812,75.148475383614,97.5928051445732,100.583182631475,64.6749835850296
"Anaeromyxobacteraceae",22.590770903878,16.7957925691342,9.4359016528246,29.3771082082948,16.5076089760124,5.55533374779697,22.1902596635503,20.2074778474173,18.3392570315437,34.0524351072142,30.8935582850694,20.0624184618505,16.5492048263902,36.7908922837404,19.8326441891251,14.4028403059917,32.6069986841225,18.0331365995876,13.2044296969945,24.5734193752722,19.6005403854873,20.824791762704,38.1564464336071,23.8326478183617,32.0821149886672,15.8107438940626,14.9481649897348,33.2393210338236,37.5788330618552,18.4464104716172,28.639428798096,15.1225611626206,13.0426623295383,27.3742459980352,28.6187061697266,17.0959690706514,28.4313953218276,23.7622412191359,18.9165756494128,33.1464564115164,39.6168894960813,15.4220994182505,33.2758823298993,23.2793619410506,50.9394367994267,11.3934817897459,25.2909770690445,19.1768960423776,14.674104226343,33.6810600967273,19.0541343064652,37.3530196384232,30.4552081645877,35.5449224590934,24.0951502101917,29.4240679263419,31.6238309854921,25.718671445959,31.4447515309164,15.8336608195491,7.4877916440586,24.7236921942565,27.3742459980352,13.7491781722551,16.8515343100196,33.1470576179481,31.7900527160211,14.1903171953255,43.2414704683913,25.6442379970318,21.3418688144673,14.2940618170887,20.2511817851249,30.8749311855964,25.3484054727633,27.6760111451386,33.1571461928718,8.19161814723007,15.0872351674425,28.3905602560312,9.54124051725483,21.4094994547027,16.0865230987723,23.7059414951659,23.3818112232694,32.6938495974343,16.7751265365148,26.0047002833128,17.4954406757956,25.6366356450738,20.9608664724788,17.3842838261051,24.3362097577166,26.0682814156212,15.1063071177917,23.6796300626088,31.1144171184287,20.9152239619338,33.1650969848482,19.3729396355157,16.0319544758153
"Archangiaceae",30.4555228750093,14.7599389243907,11.6149987665488,36.184060807428,15.5495780979402,11.4186634117962,28.0409277339905,30.3088676107159,25.1358463483818,39.8689122319646,35.4588101433461,29.2407905109186,17.3240839821409,43.9622457915734,25.4759998038799,13.6158998572527,42.3534134754778,19.0144350423096,23.7597804268567,29.9497208915634,28.8976691249271,31.7905752044135,44.8971608947593,32.1841446876692,39.8377078395072,22.3280034503139,18.9354734716731,41.39657608244,50.9752328446728,28.0686305535299,37.8500595001983,18.6849741666077,12.8080820718128,33.5676216962731,37.912694035143,17.4711668651409,30.3941836426564,32.1425223090625,24.0961142200853,40.0482455160707,54.7317960959997,24.8413209862375,39.6020212307572,27.7279227572439,66.7772471963492,19.5675085823892,28.5114755418237,17.827127795039,17.3375546509875,40.2090698128348,24.9067753395854,51.2866553118138,38.5885139400169,40.8424830179006,33.2997772247234,34.2390772270531,44.6035559586232,33.7199429496376,36.6923174190285,20.7066557107642,11.1774281063483,39.6162796949285,33.5676216962731,17.3104317335087,24.4282855841396,39.5460155670023,47.3000229200092,15.1879148173786,51.2351629712817,34.4949212651543,31.5094124574967,16.5773287803099,22.3769964476518,36.2782260313672,31.6362341691674,37.2899116999586,39.716402385956,15.8355911685018,15.5772479335646,35.5187025748596,12.8793748017658,25.2040163965251,19.5414385011403,31.6015686424,13.1918863321054,39.6594060067484,22.2538993905588,31.9654605747539,24.5386582118618,31.3558596568466,22.5704450225081,20.2132993026754,30.241177121363,32.2778401809869,24.5891897639913,29.1308376414759,43.9914442588835,31.3450835347485,41.335828053018,30.0911498535811,14.6366819873058
"Kofleriaceae",9.57018215971724,6.66176553752191,4.58432694679714,11.7225231239159,7.995873097756,2.63507617195298,10.578041031359,9.50470301914096,8.11660572092546,13.4343258963452,11.6859255943221,8.93865565200555,8.85576178000812,13.9599753494859,7.90527399611029,5.3072727938216,14.0285924571225,7.80772239209273,7.20986440539101,10.5506948018528,8.76507111065873,10.3624741628553,14.4911715743798,12.1468180617903,13.7507137048636,4.81127102535022,6.32879176069362,14.395308734314,17.1292235726517,10.5624274779051,11.8564061880206,9.81432986528888,6.52133116476917,12.1114902543318,12.8240485383343,5.79109639320729,11.5154119532647,13.5431138081804,9.46204111352573,13.2005092582252,18.791048847072,7.34911148580055,11.1246033922206,9.69853442235894,23.8218694262934,6.33385409429953,9.54575875447222,9.75398563642846,5.37715463088597,12.8608297729294,7.29429194375253,18.0583201658082,13.3730316115229,13.2225402657325,10.3045216856352,11.5213115337718,16.7100493284665,10.6446607301944,11.6105782257627,6.47350934228859,4.2322300596853,9.19361899860982,12.1114902543318,3.97490685952224,7.24048374826202,14.7380981659357,18.679807471923,7.20713384095444,16.2755952203483,12.0000770965441,10.66618543776,4.77256837134838,7.32846633660597,13.6925505831339,10.6619703982503,12.6844999715685,12.7788745250377,3.91998616475471,8.00784020425795,13.0643503723621,3.70210531241713,5.4755368357715,6.36359912056699,10.5449745786537,7.91752380041142,13.3548257775699,5.54074992252866,10.8082955877416,8.61083021650718,8.13246750070318,8.02712399466243,7.08393288494469,9.30689235534904,7.01640589156607,5.36070608693476,5.77161215459088,10.9754297407518,10.0867388902064,14.4546993495909,9.83029979921335,6.89428759028234
"Labilitrichaceae",7.07877110160904,4.91997964146355,2.81638023188883,8.31904682434927,5.60079590257563,2.70351970888682,5.91491557670427,6.57764914819443,4.50685212398756,9.87498914836357,9.13050371655335,6.76276835559162,4.55702741596251,10.914339463527,5.550198571592,4.19091541305223,8.89890046167228,5.03448766266088,3.50479519706508,8.47222772081238,5.74853568487383,6.96567297663026,10.8615560952979,7.08042231899496,8.97970482897036,4.40873440569941,5.14108285118007,10.2089046788,12.3209288727394,5.38440723363466,9.32169773899246,4.71842781985043,3.2059301889153,8.80835654860495,8.78969348357104,4.40449584835484,8.80931917957771,8.66793375891723,5.62617994017258,8.95669071497174,13.7559649813055,5.15099886121876,8.91143405538799,7.78858058757474,15.6803553055579,4.13106909628204,7.06496852465946,4.96612845718943,4.57309412533293,9.00041206705849,6.16531350136506,11.2069319324455,8.62487920141663,9.2920921091981,8.22590718007513,8.64209617558319,9.06150650990453,8.11420110671011,9.65967593345255,5.10878496659641,3.2555615843733,8.47932779821658,8.80835654860495,5.29257067718606,4.4120207293428,9.55972436659425,9.22301168920468,4.92691070483326,12.1478949059673,6.9483260412852,6.59156962939042,2.94190166415034,5.59424911191295,10.1032882977924,7.24149331163216,7.32313591057895,8.87303912203613,2.38657981207125,5.68672710157449,8.46085622175609,3.04175787607306,5.86664660975518,4.43813243387183,6.79967407308578,4.64048222743147,9.82193565629907,5.14409668422684,7.93393687012964,4.44672104001166,7.53730947809533,6.14235943446679,5.54083353408817,7.14404248257551,6.9452134980778,8.90740427980759,6.17861256159128,13.0680551897401,6.54452243151463,9.83213052205678,6.87699084665998,4.18581746552856
"Myxococcaceae",43.8913467955214,23.6724537691568,17.9672724282543,46.7737775552622,24.4482110615719,13.4377477513446,43.3815742297035,37.2435891412409,30.2194046683299,54.6922475909367,49.0379862529495,38.3131341535937,23.0987786428545,59.3493561674938,39.6865347214277,22.3454485560558,55.6460066462966,26.1252933229041,27.601400097406,42.939150401837,47.2999231986379,41.611345613368,61.1531079151088,43.7715109227375,54.3497067321833,20.2769835311407,21.0733495087975,61.1261738552315,71.7615795848473,34.3198631424942,49.2978976596589,22.2945714487933,20.4553984736645,48.0757822399613,49.6611772121976,22.5934324073017,43.8317344544842,48.2915562222469,30.4091460141949,57.1128632373635,77.227952198082,33.395421922863,52.6851815582279,37.6951944025876,95.8684326974501,22.7056299795649,38.9931916649474,27.3264401772526,22.2624252474999,54.7181678197315,39.2540348388478,74.326404136997,52.587184457342,55.8379971803307,41.4790786983958,47.6205309860534,63.5232399958914,46.4851706700908,51.3692443866399,29.4951948840699,14.2159522517634,42.2891112834968,48.0757822399613,19.951238220469,38.7947790293077,55.691429039883,64.0224616089846,19.4226149273179,68.5244630842468,49.8082223464333,41.0263472826397,18.6782045955814,29.817347766496,53.3635995450367,42.4190020853466,51.0832392386863,53.0259610690102,19.4558136853635,25.4161884743839,49.2494098986856,12.9365702490082,28.6224662479786,23.7610782613446,42.4943891967617,22.3412907238195,56.0125947950423,27.2905691560789,41.5957402946218,33.6308117584198,35.261074627109,35.8053344548461,25.7020450949625,42.4881070914924,35.6159724089924,27.7042791820701,29.7976255423064,46.2693090283908,40.2712671749562,54.7003977924875,45.3582229518131,20.4913547822281
