"group","hessSRR094424","shiSRR873453","stewartERR2027897","stewartERR2027900","stewartERR2027917","hessSRR094417","stewartERR2027930","wallaceERR983267","shiSRR873460","shiSRR873452","stewartERR2027891","wallaceERR983263","shiSRR873606","stewartERR2027921","stewartERR2027890","stewartERR2027903","stewartERR2027904","wallaceERR2027890","shiSRR873603","stewartERR2027895","hessSRR094427","wallaceERR2282092","stewartERR2027928","shiSRR873601","hessSRR094416","wallaceERR983268","stewartERR2027914","stewartERR2027905","wallaceERR983265","shiSRR873461","shiSRR873450","stewartERR2027924","shiSRR873457","stewartERR2027919","stewartERR2027925","stewartERR2027910","shiSRR1267595","stewartERR2027927","shiSRR873463","stewartERR2027894","stewartERR2027899","stewartERR2027920","wallaceERR983264","shiSRR873455","wallaceERR2530126","stewartERR2027915","shiSRR873458","stewartERR2027916","stewartERR2027907","shiSRR873456","stewartERR2027901","hessSRR094403","stewartERR2027913","hessSRR094418","shiSRR873598","shiSRR873465","shiSRR873607","shiSRR873600","hessSRR094428","wallaceERR983269","shiSRR873602","stewartERR2027926","stewartERR2027923","shiSRR873464","shiSRR873608","stewartERR2027908","stewartERR2027893","shiSRR1222431","hessSRR094166","stewartERR2027898","stewartERR2027902","shiSRR873605","stewartERR2027909","stewartERR2027929","shiSRR873454","wallaceERR2530127","wallaceERR983266","shiSRR873595","shiSRR873610","hessSRR094405","wallaceERR983262","wallaceERR2027889","stewartERR2027892","stewartERR2027912","stewartERR2027906","shiSRR873451","hessSRR094419","shiSRR873609","shiSRR873596","stewartERR2027896","stewartERR2027922","stewartERR2027918","stewartERR2027889","shiSRR873462","shiSRR873459","shiSRR873599","stewartERR2027911","hessSRR094415","shiSRR873604","shiSRR873597"
"NCCX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCCY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACRS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIMJ",182,32,421,221,176,0,241,234,0,0,120,465,1609,552,255,308,386,118,222,193,0,251,258,3338,27,371,395,390,361,0,0,359,0,165,306,226,1254,417,0,184,295,358,585,0,65,241,0,456,380,0,189,24,358,25,962,43,2268,976,151,158,1091,885,523,0,1314,428,296,603,0,776,253,979,308,453,0,328,53,2132,1214,24,705,260,196,360,417,0,0,1677,1442,427,390,301,260,32,0,1449,284,23,1055,6444
"OXA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2188
"PSTA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAT",0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,24,0,0,0,0,0,0,0,0,0,0,8,55,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,93,0,0,0,0,0,0,0,0,0,0,320,0,7,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SULI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SULII",0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1791,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0
"TET32",0,0,0,0,0,0,128,0,0,0,0,0,0,0,246,0,70,108,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,56,0,0,0,0,0,0,0,72,64,0,0,0,0,79,0,0,0,0,66,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,36,270,0,0,51,0,0,0,91,0,0,61,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TET40",2060,0,124,33,40,105,0,0,0,0,0,0,0,23,103,0,62,28,0,14,566,111,0,0,87,0,53,18,0,0,0,29,0,28,18,17,0,0,0,27,22,0,176,0,0,21,0,71,151,0,0,127,19,46,0,0,0,0,1915,0,0,37,0,0,0,0,30,0,101,0,0,52,43,23,0,0,0,0,0,97,35,0,0,0,33,0,586,0,0,277,59,0,0,0,0,0,62,122,0,0
"TET44",4602,0,921,1742,653,0,422,346,0,0,266,863,0,1038,553,122,650,235,0,620,1043,0,455,0,48,623,586,1013,804,0,0,485,0,451,289,484,0,458,0,604,8036,635,622,0,0,983,0,986,556,0,445,41,777,35,0,0,104,0,3110,458,0,399,518,0,0,306,461,0,0,717,579,0,242,750,0,0,131,399,0,0,251,733,930,691,192,0,1476,0,0,738,395,203,733,0,0,0,1044,110,0,0
"TETB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TETO",13559,0,1092,1397,750,87,1131,1027,0,0,78,2421,0,1462,1077,235,2154,232,0,1933,2412,2695,757,0,229,1277,601,1794,725,0,0,781,0,1439,948,2474,0,884,0,1694,3507,1707,6627,0,1310,1729,0,2934,4196,0,2199,238,1877,130,0,0,0,915,11609,434,84,820,695,0,0,1057,854,0,211,11180,1535,0,982,1947,0,445,862,44,0,210,1538,2042,1521,1776,1466,0,2863,0,0,1682,689,578,2042,0,0,0,891,253,0,0
"TETQ",63596,0,5913,14564,3748,1624,6004,552,0,0,1208,9217,0,7211,3479,36477,18421,1617,0,16164,16938,8466,2487,0,1279,1786,3686,33400,34873,0,0,6106,0,3891,3780,5090,0,5067,0,12311,21536,10689,35292,0,25242,2772,0,4445,10418,0,20425,1462,2712,1467,0,0,0,0,52851,636,0,7701,5947,0,0,13620,9959,0,1440,30299,6948,0,18628,3715,0,22180,2233,0,0,1564,20445,4192,14289,3939,27303,0,21199,0,0,3466,2716,9347,4192,0,0,0,5099,2112,0,0
"TETW",62996,0,8915,10264,8548,4197,5915,6171,0,0,2544,13638,0,12723,7177,7374,14472,3258,0,8951,16163,18091,8979,0,3992,9442,9810,11375,6284,0,0,9577,0,10249,8416,9780,284,7533,0,9587,12511,13171,14994,0,9105,12036,0,13949,24718,0,10610,3814,9156,3930,0,0,221,0,58021,7048,36,10109,9721,0,227,9975,7794,226,4126,11681,9640,39,13204,13862,0,4019,2875,344,0,3903,9538,9127,10460,11915,10779,0,16843,39,2246,15704,8114,5740,9127,0,0,433,11479,4651,0,240
"TETX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VANG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VANTG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,20,44,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VANXYG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VANYB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YGIW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YOGI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZINT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNEB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANT6",1698,0,161,244,65,49,65,57,0,0,53,762,0,194,37,71,214,18,29,36,459,0,50,0,46,76,50,328,1018,0,0,50,0,96,74,76,0,53,0,41,352,117,251,0,0,89,12,82,590,0,146,58,57,57,0,0,85,0,1520,68,0,117,46,0,51,88,104,39,55,218,111,68,66,76,0,0,34,154,41,67,504,45,63,83,456,0,515,0,74,116,121,48,45,0,0,0,153,68,0,608
