"Family","stewartERR2027890","shiSRR873458","shiSRR873455","stewartERR2027917","shiSRR873463","wallaceERR983265","shiSRR873599","wallaceERR983268","stewartERR2027895","hessSRR094166","stewartERR2027928","stewartERR2027923","shiSRR873457","hessSRR094424","shiSRR873597","shiSRR873452","hessSRR094418","shiSRR873460","stewartERR2027903","stewartERR2027908","shiSRR873602","shiSRR873596","stewartERR2027927","stewartERR2027929","stewartERR2027912","wallaceERR983264","shiSRR873459","shiSRR873606","shiSRR873604","stewartERR2027909","stewartERR2027920","shiSRR873454","shiSRR873462","stewartERR2027889","stewartERR2027916","shiSRR873464","stewartERR2027891","shiSRR873595","stewartERR2027900","hessSRR094416","shiSRR873609","wallaceERR983263","hessSRR094415","stewartERR2027925","shiSRR1222431","stewartERR2027898","stewartERR2027918","shiSRR873456","hessSRR094419","hessSRR094403","shiSRR873598","shiSRR873605","stewartERR2027926","hessSRR094417","stewartERR2027915","stewartERR2027897","shiSRR873607","stewartERR2027924","stewartERR2027902","wallaceERR2027890","shiSRR1222429","wallaceERR2530126","wallaceERR2027889","stewartERR2027899","shiSRR1267595","stewartERR2027919","shiSRR873608","shiSRR873451","hessSRR094428","shiSRR873601","stewartERR2027910","stewartERR2027907","hessSRR094427","shiSRR873610","wallaceERR983269","stewartERR2027921","hessSRR094405","wallaceERR983266","shiSRR873465","stewartERR2027913","wallaceERR983262","stewartERR2027905","shiSRR873461","stewartERR2027911","shiSRR873453","stewartERR2027914","stewartERR2027901","wallaceERR983267","stewartERR2027893","stewartERR2027892","shiSRR873603","stewartERR2027904","stewartERR2027896","stewartERR2027894","wallaceERR2530127","stewartERR2027906","wallaceERR2282092","stewartERR2027930","stewartERR2027922","shiSRR873600","shiSRR873450"
"Elusimicrobiaceae",504,96,51,445,71,1654,1154,720,604,306,588,461,63,5426,1514,43,315,100,264,492,784,1100,556,587,765,556,76,829,974,251,578,42,72,772,660,374,771,1080,2091,347,1144,742,426,504,1692,2501,603,36,618,329,1015,872,441,323,1384,822,1178,532,444,222,3,199,772,836,576,510,2268,54,4883,837,415,265,558,1603,556,850,342,238,82,613,358,1493,55,498,103,557,335,551,350,271,289,456,723,239,185,270,416,522,447,1072,40
"Endomicrobiaceae",1709,190,114,969,349,715,2141,1260,839,138,1591,816,269,2079,2720,148,155,197,997,1324,2643,2351,1396,679,1265,628,126,2934,3061,803,1097,103,240,954,1231,320,1892,2088,970,152,5017,946,175,765,7248,890,1123,76,146,153,1386,2720,1013,150,597,1093,5256,1378,1334,833,21,199,954,1020,1925,1037,15020,176,1925,2448,1078,971,113,8986,1003,819,119,1791,259,1376,594,689,156,978,549,1257,531,1113,882,947,538,623,1265,656,469,715,881,960,967,2871,194
"Fibrobacteraceae",207113,49546,10812,103654,13775,3292,720870,14205,107004,101506,124593,97534,15146,1463473,1703142,14841,97582,16856,33853,331839,457330,4056946,142456,25276,56422,8811,13581,148952,542966,53091,259309,28665,18871,127331,68866,8620,257745,3941228,104757,98880,249683,11414,114156,102367,152528,152550,173131,18336,222192,98209,365942,225829,60364,102902,31367,380312,389275,135664,187866,94077,859,4437,127331,5060,267456,84685,220858,114122,1396778,463994,158426,31989,209571,1162895,102026,68631,99354,317241,41512,61535,2446,13206,11000,261889,44454,136218,24302,283951,78914,39974,129582,5745,364301,35846,2756,9864,6207,137596,73754,658477,68040
"Alicyclobacillaceae",4881,2406,767,6228,1752,2672,15780,6522,4191,1537,6502,5712,1892,12073,20645,1650,1435,1885,4479,6500,16485,16571,7626,7582,8446,9783,1206,12504,18250,4803,7725,1218,1433,6091,8952,1953,4325,18367,6342,1425,20177,6243,1548,5102,23247,5544,4544,1290,725,1403,14530,17458,6456,1550,7708,6535,17188,7074,6982,2220,102,5878,6091,7455,9942,8190,18397,1330,13061,18724,6116,7010,795,15761,5381,8515,1455,2874,1784,7111,4388,6418,1738,6671,2270,8438,5532,5353,4514,5708,4038,6791,10457,6403,4290,6402,16779,5035,7044,16420,1057
"Bacillaceae",92128,21768,9756,76978,11726,93462,208719,69703,74597,7444,129804,85413,12007,99093,472379,11899,7119,14374,61706,88379,214779,216574,91781,75678,110694,82224,11331,168296,176096,74730,92240,7849,14204,117415,101820,14354,88765,251564,72380,7161,203082,56133,8440,66408,185493,134881,58285,6647,5997,7271,257892,189798,65814,7428,72994,131589,201503,89022,80319,44407,1075,27220,117415,120178,145049,76072,228478,10365,86511,256064,77054,149352,5075,233957,48006,87914,7199,59529,17951,89617,55219,69324,14033,85370,17070,87262,70528,60818,68871,73273,65659,88748,157870,63118,36250,51680,104406,82223,67023,322113,6429
"Listeriaceae",4614,775,530,3754,457,5567,11827,2920,4249,332,4728,3872,421,5872,27816,476,279,526,3103,5577,11793,11135,3970,3658,5055,4951,459,9989,8695,3134,4515,277,701,6489,4888,856,4887,13290,4268,293,10006,2946,385,3210,10176,6626,2889,326,334,343,13814,9856,3057,366,3271,7221,10718,4072,3575,2204,54,1084,6489,7570,8266,3699,13361,640,4999,12083,3922,8185,262,15429,2320,4450,364,3307,767,4631,3552,4970,706,3715,614,4159,3939,3407,4543,3867,3381,4609,8172,3760,1797,2579,4494,4024,3510,16608,311
"Paenibacillaceae",66477,21999,10398,72512,13023,43357,201860,77397,57099,13483,74471,72112,17608,117501,301866,15069,13045,17762,62185,77337,197458,198015,84900,87486,98553,88087,14194,148153,217445,70766,95308,12182,15005,77668,103502,16944,49769,223687,67840,13216,248404,64201,14510,63389,250605,84880,53769,10090,6424,13186,181783,216705,68620,14090,80623,81098,226477,85342,80142,31465,1371,42952,77668,81766,116797,93642,211073,14301,118386,232664,75997,95939,6473,185561,58436,94433,13352,43881,19073,81969,47992,64681,16352,78546,24044,95208,61332,62494,58738,69671,52312,84705,133496,64549,41737,71797,165340,66470,77309,243238,10057
"Planococcaceae",12751,3414,1436,10415,1923,13616,35121,12782,10547,1277,12479,10834,1911,16080,69000,2045,1283,2311,11176,13870,30671,34095,11693,11387,13875,14301,1839,25774,29693,12161,13671,1315,1980,16045,14578,2696,12058,41235,10780,1274,33950,9759,1435,9334,32558,19850,8629,1169,1025,1217,37687,32537,9149,1320,10410,17410,32927,12565,12111,6132,163,3818,16045,20886,22541,11744,36832,2331,14089,38314,11929,18098,734,38092,8150,13343,1288,9375,3393,12655,9161,11051,2418,13249,3148,13287,10181,9319,9542,10170,10181,13125,23180,9735,5817,7390,17572,11621,10732,46235,1025
"Sporolactobacillaceae",1276,607,277,1397,394,1093,4434,1450,1305,236,1411,1410,422,2444,7574,643,212,832,956,1407,6381,4991,1599,1777,1877,2853,683,2970,4813,1329,1793,293,575,1607,1910,795,938,4472,1519,250,5010,1335,230,1191,5143,1754,962,522,148,216,6131,4544,1132,236,1420,1668,5379,1510,1483,591,25,880,1607,2717,3162,1828,5017,637,2218,5559,1494,2180,145,3814,1206,1761,219,1157,443,1502,1603,1975,785,1528,1394,1946,1997,1307,1398,1891,1131,2429,2880,1951,1143,1714,4101,1313,1423,5930,351
"Staphylococcaceae",33027,6767,4006,22054,3220,42260,66218,16871,28391,1314,30448,21831,1967,29070,197378,4995,1297,3800,16960,19847,72515,69192,23276,19289,29813,22231,2490,59254,48418,19035,26222,1496,4420,42861,27559,3499,32776,90816,23175,1278,55293,14762,1615,19701,47623,48959,18617,1717,2062,1268,101440,54808,16235,1383,20410,51516,58048,24852,20962,16012,283,4597,42861,40636,53000,20236,78996,2216,23292,87613,21871,42264,1430,91142,12140,26370,1314,19053,4045,26783,15561,19637,3663,23399,4418,24976,22614,17981,26113,27479,24791,23086,47625,17459,6886,10991,17563,27241,19446,121997,2358
"Thermoactinomycetaceae",2936,882,446,2029,431,1460,5643,3048,1659,294,27373,2262,1163,3272,7301,749,329,1081,1600,6067,3795,5577,3853,1966,4592,3205,623,4435,5947,4658,2292,587,727,2811,4793,1297,3681,5593,2069,331,6577,2010,356,2438,6750,2110,1376,1335,224,342,4585,5854,7245,372,2721,3603,5768,2832,3920,1356,35,902,2811,2764,3188,2319,5326,506,3300,6500,2424,3506,188,5644,1666,2355,363,1685,539,4310,1392,1779,763,5372,1169,4504,1717,1652,1694,1966,1211,2368,9051,1568,947,1546,3319,2378,2066,5903,569
"Aerococcaceae",2857,1089,277,2494,441,2645,7412,2790,2281,250,2933,2470,450,4145,19586,551,298,540,2148,2629,8287,8869,2611,3105,3424,2404,533,5578,6741,2432,3493,253,512,3160,3704,425,2091,11166,2182,291,7001,2082,313,2587,6527,5605,2123,256,257,286,14853,7787,2291,282,3069,3332,7295,3262,2650,1371,51,1174,3160,3380,6723,3105,9275,370,3670,10943,2637,2878,240,8377,1864,3303,284,2781,814,2964,1972,2600,584,2570,1036,2889,1877,2263,1990,2765,2193,3279,4492,2141,1369,1803,3663,2483,2533,11954,347
"Carnobacteriaceae",4603,1011,699,3658,495,6440,10636,2839,4490,268,4344,3757,328,5333,29062,640,256,508,2834,3754,12463,10911,3810,3511,4896,4135,341,8450,7602,4165,4220,213,613,6131,4524,372,4329,14151,4226,264,9379,3017,333,2950,8069,9672,2746,271,346,271,16288,9149,2849,214,3448,6277,9526,4094,3277,2261,51,1253,6131,6026,7677,3604,12185,349,4335,13950,3819,6629,251,13947,2181,4802,232,3759,824,4089,3152,3257,530,3456,735,4186,3127,3123,3769,3534,3713,4093,7304,2929,1633,1703,3791,4193,3403,16737,344
"Enterococcaceae",13315,3285,1806,11193,1466,17982,36158,9942,11459,929,12778,11150,1422,14375,85975,2039,883,2233,9406,10714,38330,38275,11865,10999,14158,20354,1513,27192,27469,11051,12789,1123,2563,17618,14977,1764,11996,50849,12388,949,28495,9314,1039,9979,24897,29985,8070,836,909,868,52061,30483,8402,929,10605,18844,33521,12147,11024,6431,161,3725,17618,23818,26479,10823,37195,1448,12065,47475,11117,17390,636,38672,6597,14394,933,9416,2827,12977,12673,12053,2085,11093,2280,12722,12628,9324,10773,11682,11230,16240,21310,10075,5974,8150,14934,12724,10469,58683,1111
"Lactobacillaceae",55177,17310,8191,37527,7128,66936,117722,41538,44614,3951,43760,41809,8359,58111,371659,15320,3863,12405,69177,41216,131128,124254,40985,38284,50731,84937,6911,90076,90919,68495,46231,6594,10859,60298,50858,7418,42472,162500,46894,3817,101694,46081,4376,34893,94418,85901,30715,5528,3683,3808,181960,100782,28932,3959,36584,75107,109044,42187,38690,25717,612,19859,60298,76871,88055,39492,130403,8476,49745,156762,43107,63313,3122,133118,27835,49704,3924,53147,9784,45156,55820,47175,9495,43624,14193,46148,43301,43034,39297,67087,37561,59749,79779,62219,26467,34443,106794,43410,35495,189926,8421
"Leuconostocaceae",6448,1699,963,4865,876,6771,17695,4601,5534,444,5995,5547,826,7846,41611,1015,451,1069,4977,5256,16878,18947,5537,4938,6945,5994,1149,15088,14621,5653,6562,596,1406,7680,6705,913,5550,25036,5333,455,14771,3937,507,4769,12607,10365,4496,566,504,403,23845,13476,4099,430,4627,8763,14722,6641,5228,3079,104,2059,7680,9945,12073,5007,18421,1171,6411,23893,5261,11257,378,33611,3143,6384,387,5346,2751,5851,4637,5056,1264,4822,1624,5983,4684,4230,5811,5608,4979,7092,11161,4056,2238,3425,5779,5591,4382,27213,690
"Streptococcaceae",39784,12977,7125,42068,5481,48334,120615,39942,36368,2906,41401,33993,5663,45374,263437,17212,2883,7481,393101,38991,121923,134087,42228,37362,48674,45315,6450,85740,89622,38928,47083,5316,8801,45409,46769,12849,32254,313331,35050,2784,98892,33047,3403,32204,86862,544068,28664,4138,2840,2817,274587,99465,29011,2967,33393,49951,106427,43346,34265,19121,627,11268,45409,47691,84522,45090,122282,6654,38714,160638,33265,57128,2392,121309,23094,42628,2979,38080,8581,42087,30471,34965,8216,33062,11791,46863,32930,57474,37809,34054,34216,44716,63538,29281,16301,24152,43545,35815,36615,178201,10445
"Christensenellaceae",13247,6836,2273,17412,4309,6464,35371,16551,10569,4413,15331,15806,4915,35034,47241,3098,4175,6680,7966,13749,31591,30502,19743,20259,23911,13984,3501,23638,40011,11186,18633,3914,4262,18430,25015,5052,9891,38506,12141,4326,56311,16492,4651,12320,56139,13687,9749,3669,2307,4396,23280,45697,16434,4466,20475,15782,47273,16704,18547,6267,240,4531,18430,7923,14152,23774,43329,3480,37782,43636,17866,17146,2533,32731,15688,24623,4343,9727,4985,18536,6142,10522,4616,19483,7072,24504,7559,14934,11047,11723,9787,11325,30042,13100,4248,9012,20786,13789,19812,42774,2836
"Clostridiaceae",146825,46766,20344,126988,22706,191029,450991,101707,140618,10046,144725,124614,24183,135377,828739,23255,9715,33974,83026,112417,471111,626985,123323,182500,170520,161983,20665,242150,304949,123894,165443,19430,32227,214223,173854,24289,137155,478704,130323,9689,356289,93939,11504,112991,307655,337577,90067,13182,9640,9628,465485,319111,99793,9964,139505,219800,379918,130761,114393,70834,1762,44596,214223,291962,214707,137630,382522,22400,117667,652013,130887,306260,7944,388907,79909,175501,9869,155984,27664,153058,105115,123549,30830,139275,36318,136775,139471,96586,110880,121478,105942,148521,267124,108589,54525,82065,213667,139409,124762,573708,15058
"Clostridiales Family XIII. Incertae Sedis",9776,3525,1543,13156,2080,12149,35308,19711,9453,2180,14254,12562,2029,18113,54001,1664,1999,2343,10572,15788,35716,26555,12838,16870,18768,14185,1494,16229,39963,15722,20583,1563,2068,13359,19163,1621,7894,36650,12840,2029,44670,16432,2376,11924,40702,21787,8582,1007,1385,2002,32540,47373,10960,2034,13977,14445,49509,14635,13420,4598,194,3907,13359,10752,13929,17071,38522,1742,16407,43006,17193,23105,1191,39031,14825,15235,2095,8428,2561,16171,10005,14006,2482,18116,2346,17430,10825,13529,8605,13675,9722,14020,19083,14909,4460,13101,21874,10512,12422,42236,954
"Clostridiales Family XVI. Incertae Sedis",1137,629,239,1303,415,834,2697,1475,929,267,1223,1211,356,2150,5247,1025,212,517,1100,1229,3108,3267,1539,1576,1808,2294,391,2610,4087,830,1548,249,485,1344,1643,405,795,3414,1132,220,4369,1201,281,1009,4322,1219,692,288,162,219,4014,3609,1129,240,1347,1261,4835,1390,1430,547,28,881,1344,1084,1964,1738,3905,289,2245,4007,1415,1397,138,2982,1180,1710,235,971,707,1314,923,903,518,1300,897,1662,1155,1159,1077,1259,869,1030,2640,1277,731,705,2836,1183,1372,3630,225
"Clostridiales Family XVII. Incertae Sedis",1677,506,166,2030,293,526,4361,1944,1569,681,1775,1737,457,4811,5164,319,610,559,745,1876,4244,3621,2490,2390,2867,2809,278,4102,5058,1142,2287,306,357,2285,2779,362,1260,4295,1736,634,7385,2044,686,1403,7305,1541,1335,239,284,639,3469,6841,1981,707,2201,1995,6407,1950,2174,767,24,721,2285,1092,2508,2829,5498,233,5551,5654,2085,1292,303,4266,1680,3207,623,711,418,2141,783,1412,345,2227,468,2932,1311,1654,1338,1597,1236,1412,3101,1770,586,1375,3072,1722,2478,3767,187
"Eubacteriaceae",50691,32847,14229,52024,14493,43948,166009,51406,44564,5802,45501,57091,18008,69132,270240,21515,5561,19316,55242,57509,175226,238448,56784,85844,71321,113366,15703,89569,171734,106122,76997,15037,19040,61580,83665,13517,24793,229172,55676,5774,200902,50284,6634,45359,165825,176061,31618,9971,6798,5785,180610,163253,45092,5933,68014,48513,202095,55769,54046,23642,1046,35267,61580,92006,76189,72352,191394,26628,63636,227435,61622,84758,5990,155793,42201,81466,5789,52870,16921,59946,66127,57867,20128,58933,24677,61854,77516,41103,32565,54462,43647,97921,91437,52495,41390,55257,154076,56131,54721,230628,12527
"Heliobacteriaceae",2313,1257,659,3019,709,1085,6625,3127,2176,692,2794,2709,1338,5834,7468,1319,666,1056,1902,3031,5956,5685,3432,3355,4182,3957,1028,4745,7038,2487,3596,855,783,3082,4479,1024,1810,6685,3014,732,9254,2771,733,2370,9979,2672,1690,801,349,699,5293,7179,2711,721,3436,2668,7380,3150,3306,1122,46,1907,3082,2434,2797,4070,7205,1014,6002,7245,3025,2375,379,5424,2438,4266,656,1529,1129,3408,1926,2392,1155,3115,1841,4096,2001,2538,2650,2864,1620,2673,4298,3776,1946,2513,7935,2638,3357,7176,1016
"Lachnospiraceae",237047,265130,100879,275386,134497,180284,1222390,286371,229432,33505,240829,265390,133059,522278,1355476,113117,32346,155282,295560,313615,965928,1004580,275668,450614,364895,919632,106724,533993,1022837,362034,411177,116716,149973,302960,383395,113122,130351,1197693,219299,32309,1292039,230715,38422,239285,994224,826213,157812,61865,71991,32535,1023843,1034752,242776,33619,328119,272745,1240809,279017,272715,111861,5457,183522,302960,394210,396021,371864,1241285,139328,457803,1275835,288587,407414,59557,1095223,254188,379952,33175,290763,131167,285592,315711,290787,135686,295371,165780,311803,269426,238952,159544,281201,276514,464602,497914,420396,203731,254625,717356,278341,279941,1547676,75360
"Oscillospiraceae",33488,23019,7648,45241,14221,14680,104957,42937,26077,12130,40112,38435,14382,93027,129731,6906,11536,23349,18790,37676,77697,65691,48135,55510,62526,28717,9868,83253,101253,23803,47505,12256,14645,51611,67565,16659,26131,85141,48757,11826,160707,51647,12796,31035,177013,33272,26306,7277,5716,11696,52211,169860,48103,12455,52210,42033,140851,41590,43778,15472,597,15157,51611,14310,32628,63406,146442,9171,101493,99088,45832,46626,6480,75441,36946,73622,11844,22294,14592,47071,14113,43964,16587,47782,23526,58674,23157,36667,36111,35985,28465,34339,79251,58689,10743,19663,52061,36008,54504,87026,6715
"Peptococcaceae",19956,7551,3580,22312,3926,18824,63122,24488,18422,3616,23428,21879,5808,35785,89003,4151,3526,5537,18132,23345,63414,59984,26176,26044,30321,27620,4230,42800,64442,22093,29056,3673,4235,26320,31830,4617,16134,68733,22244,3525,73241,21173,4117,19195,68485,35042,16710,2810,2201,3555,56381,62629,20581,3691,24463,26172,66654,26625,24742,9354,371,12562,26320,26360,34618,27920,66613,4520,34725,69832,22982,33243,2066,59140,18252,29083,3595,17313,6266,25527,15384,21170,4372,23441,7535,28316,18932,20536,19899,21280,16474,23397,40526,19815,12725,18639,42531,21284,23837,80299,2882
"Peptostreptococcaceae",17848,3605,1642,15733,1514,24592,38662,13586,17677,1626,17481,14430,1547,23242,85194,3200,1482,1796,9320,12515,37893,30979,15183,22737,20871,17724,1221,27405,28154,20769,18905,1143,2020,27887,22750,1147,17199,40444,22452,1606,34880,13750,1850,13713,29255,45295,11313,1121,2201,1582,43419,33917,12812,1665,17308,27976,36177,15644,14850,8563,183,4414,27887,44452,24574,16591,42386,1622,20182,43724,15423,37028,1882,55545,9882,22396,1609,15614,1785,19346,13825,15236,1587,15715,3647,16538,15607,12307,15028,16882,12295,22515,35868,14251,4945,10084,19540,17372,14914,56669,1647
"Ruminococcaceae",123302,108597,42413,148117,76028,68182,419268,160278,132145,25999,128383,147196,79200,238745,629838,67615,25295,74452,95032,132312,351256,825212,151569,188958,201557,240860,58476,372072,491020,134033,175705,61954,108092,168428,235492,74896,93941,712966,154962,25291,658726,160658,28302,126812,564752,141850,92810,60999,18553,25104,350225,411542,132063,26520,189909,140692,560674,154299,148145,58085,3216,55896,168428,99004,167161,198189,491466,147931,235589,591284,172545,267207,17739,754779,119680,204861,25612,111148,134945,172709,105426,148998,96892,146638,106693,169150,123195,150384,98392,139703,99010,176062,288617,180876,59691,118929,250516,135373,161863,469721,52606
"Symbiobacteriaceae",3059,1203,341,3492,657,840,7951,3886,2268,1001,3419,3020,757,7832,7727,506,1024,1084,1904,3208,5887,5824,4260,3990,4914,5108,564,5450,8091,2009,4124,611,671,4080,5165,891,2376,7793,2735,993,11776,3636,1042,2507,12270,2722,2241,504,400,962,4959,10268,3431,1073,3710,3553,9111,3457,3749,1367,46,1229,4080,2054,2912,5036,8614,429,8709,8699,3559,2610,506,5601,3131,4850,1046,1417,724,3829,1475,2421,861,4070,946,4812,2502,2925,2546,2551,2093,2402,4807,3583,934,2050,5360,3004,4225,7830,383
"Syntrophomonadaceae",1535,269,119,1493,174,838,3643,1886,885,231,1609,1523,263,2393,3888,256,230,259,1148,1767,4195,3915,1740,1647,1915,1070,201,3425,4206,1160,1968,174,220,1721,2074,315,1189,3150,1501,238,4755,1413,278,1240,5306,1927,1129,108,149,237,3118,3897,1441,254,1636,1537,3863,1906,1747,710,27,760,1721,989,2667,1758,4644,227,2259,4011,1577,2035,156,3593,1325,1801,226,1105,206,1810,692,1203,283,1502,394,1919,838,1364,1013,1219,955,1831,2888,1304,671,1005,2183,1487,1586,4792,87
"Halanaerobiaceae",3040,560,456,1943,376,3444,4967,1619,2208,139,2510,1843,339,2841,12152,229,146,439,1451,1700,4884,4747,2082,1682,2613,2283,364,4750,3703,1189,2249,266,493,3774,2462,281,2967,5722,2212,153,4037,1417,179,1751,3302,5957,1596,166,166,142,6275,3901,1472,136,1925,4230,4433,1986,1857,1489,19,399,3774,3797,3435,1817,6197,329,2317,5552,1789,2724,110,6511,1112,2240,141,1958,427,2352,1469,2029,508,2037,469,2099,2358,1602,1931,1801,1738,2094,3894,2013,922,1366,1935,2486,1848,8633,157
"Halobacteroidaceae",1804,319,163,1337,153,2192,3434,904,1294,98,1542,1140,287,1617,8238,347,84,170,805,1207,4083,3245,1317,945,1609,1125,373,2542,2923,1037,1514,115,269,2253,1561,143,1749,3990,992,86,3336,849,105,983,2685,1936,1025,74,102,90,5512,3026,958,100,982,2468,3147,1391,1137,812,20,127,2253,1947,2507,1238,4052,131,1386,4531,1200,2346,86,4665,747,1399,105,1199,239,1487,774,980,225,1190,353,1281,1225,1094,1146,922,1151,1253,2428,1103,401,572,1087,1485,1174,5053,68
"Natranaerobiaceae",502,78,83,505,64,999,1356,415,521,42,546,455,37,801,2347,23,32,81,315,578,1555,1346,454,562,633,487,67,1030,971,321,658,25,81,845,561,43,658,1216,435,41,1033,346,44,455,1023,1202,460,17,55,38,904,1146,365,34,505,1141,1189,476,475,251,6,99,845,744,796,533,1616,40,631,1121,490,926,21,1686,324,498,43,305,89,559,282,406,89,616,52,546,474,402,440,323,335,391,951,359,87,170,215,563,565,3465,24
"Thermoanaerobacteraceae",9270,2349,1094,8650,1446,9265,20429,9331,8048,1388,9709,8350,1573,14672,34781,1309,1376,1765,5913,8597,19917,19629,10231,10258,11715,15041,1586,18970,22282,6582,10905,1037,1565,11358,12248,1664,7915,21257,8728,1278,25975,7962,1559,7572,25656,11687,6814,998,857,1355,20323,23175,7596,1380,9817,11613,22916,10099,9311,4298,119,3898,11358,20039,13769,10395,25899,1322,14391,22659,8728,16782,850,23248,6614,11343,1336,6158,1755,10454,6668,11349,1739,8846,2596,10308,8306,7687,7753,11577,6192,10175,16827,10368,4778,6803,13497,8632,8778,25921,861
"Thermoanaerobacterales Family III. Incertae Sedis",8641,2710,1596,7320,1646,10194,21007,7007,7482,748,8100,7299,1395,11368,40435,1276,778,1748,4675,7084,22043,19981,7553,8028,9764,9914,1459,16887,17233,6424,9231,1148,2139,12174,10842,1545,8395,26185,7443,783,19972,6170,875,6294,17071,19976,5643,774,709,752,24136,19680,6186,757,7926,11944,21404,7721,7822,4151,101,2200,12174,20809,13996,8435,23754,1056,9727,25314,7609,21847,652,23597,5198,9761,763,6331,2371,9427,5759,8623,2100,7916,1971,8058,8175,6896,5791,9152,6279,9759,14220,8445,3281,4702,8512,8076,7415,26839,761
"Thermoanaerobacterales Family IV. Incertae Sedis",859,318,191,1203,302,510,3562,1053,693,186,854,947,424,2132,7603,117,183,286,589,872,4016,2617,1053,1232,1358,797,211,1540,2859,704,1251,162,271,1245,1603,217,642,4280,833,177,3184,772,205,790,2718,1111,592,156,131,183,4302,2566,1047,215,1068,1062,2795,1100,1044,397,25,171,1245,725,1321,1477,3499,148,2075,5089,1031,806,142,2467,850,1294,166,826,667,1241,494,662,179,994,242,1305,616,948,890,856,809,640,2080,858,330,569,1057,1011,1244,4701,116
"Thermodesulfobiaceae",827,123,47,619,105,1255,1842,550,828,54,971,773,27,884,3553,46,59,67,624,657,1577,1490,656,559,898,782,45,1364,1166,713,887,31,94,1335,835,51,1016,1453,718,43,1416,767,57,716,1346,1119,704,77,60,63,2036,1454,598,55,668,1485,1618,793,574,389,8,260,1335,1146,1074,578,1812,48,812,1607,580,808,84,2229,455,888,61,388,85,741,692,697,59,699,67,710,730,584,700,709,606,647,1434,613,273,548,520,742,600,2631,13
"Erysipelotrichaceae",10747,8670,3665,11903,3728,14289,49225,10741,12812,1578,11940,14105,6160,18804,177035,4827,1440,5619,10738,12090,63847,57446,12001,14421,15461,17662,3452,24822,38011,16812,14661,3472,5836,14959,16840,3373,8130,105325,13216,1454,38038,10600,1671,9900,36887,26370,7435,3640,1381,1474,107983,38088,9795,1546,12698,13692,47420,12773,11009,5047,377,7045,14959,21600,32962,13820,49573,4252,16864,97399,12368,23446,1255,39431,9069,18684,1453,18617,4958,12746,14966,20461,4360,12895,10680,13931,12687,9738,8916,11858,14300,25358,22427,11429,9441,8972,26763,12093,12868,97055,3457
