"group","hessSRR094424","shiSRR873453","stewartERR2027897","stewartERR2027900","stewartERR2027917","hessSRR094417","stewartERR2027930","wallaceERR983267","shiSRR873460","shiSRR873452","stewartERR2027891","wallaceERR983263","shiSRR873606","stewartERR2027921","stewartERR2027890","stewartERR2027903","stewartERR2027904","wallaceERR2027890","shiSRR873603","stewartERR2027895","hessSRR094427","wallaceERR2282092","stewartERR2027928","shiSRR873601","hessSRR094416","wallaceERR983268","stewartERR2027914","stewartERR2027905","wallaceERR983265","shiSRR873461","shiSRR873450","stewartERR2027924","shiSRR873457","stewartERR2027919","stewartERR2027925","stewartERR2027910","shiSRR1267595","stewartERR2027927","shiSRR873463","stewartERR2027894","stewartERR2027899","stewartERR2027920","wallaceERR983264","shiSRR873455","wallaceERR2530126","stewartERR2027915","shiSRR873458","stewartERR2027916","stewartERR2027907","shiSRR873456","stewartERR2027901","hessSRR094403","stewartERR2027913","hessSRR094418","shiSRR873598","shiSRR873465","shiSRR873607","shiSRR873600","hessSRR094428","wallaceERR983269","shiSRR873602","stewartERR2027926","stewartERR2027923","shiSRR873464","shiSRR873608","stewartERR2027908","stewartERR2027893","shiSRR1222431","hessSRR094166","stewartERR2027898","stewartERR2027902","shiSRR873605","stewartERR2027909","stewartERR2027929","shiSRR873454","wallaceERR2530127","wallaceERR983266","shiSRR873595","shiSRR873610","hessSRR094405","wallaceERR983262","wallaceERR2027889","stewartERR2027892","stewartERR2027912","stewartERR2027906","shiSRR873451","hessSRR094419","shiSRR873609","shiSRR873596","stewartERR2027896","stewartERR2027922","stewartERR2027918","stewartERR2027889","shiSRR873462","shiSRR873459","shiSRR873599","stewartERR2027911","hessSRR094415","shiSRR873604","shiSRR873597"
"MERE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26166631152781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23772541792813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MERP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59436039491441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284991628370917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18221494817239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MERR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03174941402088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MERT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23361034164358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00109110747409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACI",1.51009147669522,0,9.80178610324548,0,9.59488272921109,0,17.0255383074612,10.1855220080029,0,0,4.06955234924158,0,0,6.64451827242525,10.077519379845,14.5372314650299,6.760098928277,9.78473581213307,0,0,0,5.46913843312735,11.1363636363636,0,0,43.2943518288131,17.4952364455223,4.16253716551041,3.06919642857143,0,0,17.1698113207547,0,10.9323432343234,21.6816499206769,10.9676278082434,0,13.8812785388128,0,0,0,0,0,0,0,0,0,7.45440126883426,0,0,5.56792873051225,0,11.5163147792706,0,0,0,0,33.6490528414756,1.85244558441096,0,0,18.9833368487661,9.29452994057596,0,0,18.4834123222749,23.2505128789606,0,0,0,13.7422824138618,0,9.31282630167913,2.95217476874631,0,0,24.8344370860927,25.022945751413,0,0,0,5.54785020804438,0,17.9173693086003,9.89632422243167,0,0,0,0,5.30269553689792,12.1282125324863,24.8328557784145,5.54785020804438,0,0,0,0,0,0,0
"ACRC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4559982953335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.250017756943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCCB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9046097023936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0989416861993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCCH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52894381703246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.827970736558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCCX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05980538390511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCCY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48597201505789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27332242225859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACRS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40204386839482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIMJ",5.28532016843328,1.62337662337662,91.7011544325855,38.8742304309587,46.908315565032,0,60.3405107661492,85.1218624954529,0,0,44.3951165371809,73.8095238095238,27.9369378754731,96.5203706941773,49.4186046511628,49.7496365692134,63.643858202803,46.1839530332681,9.58425074472219,35.2382691254336,0,17.827970736558,58.6363636363636,48.2614038892503,16.3735597331716,92.3115202786763,68.4219643166465,77.3042616451933,100.725446428571,0,0,67.7358490566038,0,34.0346534653465,80.9095716552089,39.9787723332744,36.5864332603939,76.1643835616438,0,42.7807486631016,43.0845625821528,62.8290628290628,70.9434877516372,0,8.55600895090167,51.0160880609653,0,72.3235527359239,34.1603739661992,0,30.0668151447661,13.9453805926787,85.8925143953935,15.3092467850582,11.5701485356907,2.41640910368081,50.5190003118457,30.4087736789631,5.37921698550105,59.0212924915951,18.163051259427,186.669479012867,79.6891665396922,0,25.9909802990743,101.421800947867,67.4720765899248,12.733070084676,0,71.7588311448123,50.3883688508265,17.3683183422925,43.4598560745026,89.1556780161386,0,89.4708128750682,21.9370860927152,51.4950968552244,19.520509398466,12.2887864823349,120.615911035073,60.1017105871475,33.9746923210262,75.885328836425,98.2563619227144,0,0,32.2872545244513,46.6229105370364,62.8958609515393,112.619116373087,95.8293537090099,60.1017105871475,2.39664469742361,0,33.0603025394145,61.022776106575,11.1650485436893,13.116180767079,116.906442190817
"OXA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0634988280418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6944903031512
"PSTA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74177467597208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15279162512463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAT",0,0,0,2.99032541776605,0,0,0,0,0,0,0,0,0,0,0.968992248062015,0,3.95713107996702,0,0,0,0,0,0,0,0,0,0,1.58572844400396,15.3459821428571,0,0,0,0,0,0,0,0,0,0,0,33.5913538776106,0,0,0,0,0,0,0,9.79863358504135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2654028436019,0,0,0,8.59996301091178,0,0,0,0,0,0,0,0,0,0,54.7476475620188,0,1.21338186860808,0,22.3845428840716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SULI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5513666352498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SULII",0,0,0,3.8698328935796,0,0,0,0,0,0,0,0,0,0,0,22.6134711678243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76897222713603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8767772511848,0,0,0,1.84945441094877,0,0,0,0,0,0,0,0,0,0,0,0,5.02686774137632,0,422.007540056551,0,0,0,0,0,0,0,0,0,0,0,27.9329608938548,0,0,0
"TET32",0,0,0,0,0,0,32.0480721081622,0,0,0,0,0,0,0,47.6744186046512,0,11.5416323165705,42.2700587084149,0,0,0,0,0,0,0,0,10.5664299324441,0,0,0,0,0,0,11.5511551155116,0,0,0,0,0,0,0,12.6360126360126,7.76133883094834,0,0,0,0,12.5297383029342,0,0,0,0,15.8349328214971,0,0,0,0,0,0,13.8214419125887,0,0,0,0,0,0,0,0,0,0,0,0,5.07972343727953,53.1391458374336,0,0,21.1092715231788,0,0,0,15.5688622754491,0,0,12.858347386172,11.5457115928369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TET40",59.8228546536954,0,27.0093661511653,5.80474934036939,10.6609808102345,53.2724505327245,0,0,0,0,0,0,0,4.02168211225739,19.9612403100775,0,10.2225886232481,10.958904109589,0,2.55614387438379,63.3818589025756,7.88408267632644,0,0,52.7592480291085,0,9.18066862982851,3.56788899900892,0,0,0,5.47169811320755,0,5.77557755775578,4.75938656795346,3.00725278613126,0,0,0,6.27760985817252,3.2130860230758,0,21.3436817851079,0,0,4.44538526672312,0,11.2609040444092,13.574253865516,0,0,73.794305636258,4.55854126679463,28.169014084507,0,0,0,0,68.2198710412882,0,0,7.80426070449272,0,0,0,0,6.83838614087075,0,50.7537688442211,0,0,0.922525591214718,6.06744743897277,4.52666797874434,0,0,0,0,0,49.6671786994368,5.98802395209581,0,0,0,7.77568331762488,0,58.9952682975939,0,0,40.8012962144646,17.0372509384926,0,0,0,0,0,13.3218736570692,59.2233009708738,0,0
"TET44",133.643095687527,0,200.609888913091,306.420404573439,174.040511727079,0,105.658487731597,125.863950527465,0,0,98.409174990751,136.984126984127,0,181.500262283616,107.170542635659,19.7060248748183,107.17230008244,91.9765166340509,0,113.200657294139,116.797312430011,0,103.409090909091,0,29.1085506367495,155.013684996268,101.507015416594,200.792864222002,224.330357142857,0,0,91.5094339622642,0,93.0280528052805,76.4145954521417,85.6182557933841,0,83.6529680365297,0,140.432457568007,1173.65269461078,111.442611442611,75.4305117632792,0,0,208.086367485182,0,156.383822363204,49.9820208558073,0,70.7922367165129,23.8233585124927,186.420345489443,21.4329454990814,0,0,2.31656791553437,0,110.790495529194,171.087037728801,0,84.1594600295296,78.9273198232516,0,0,72.5118483412322,105.083200364714,0,0,66.3029406325134,115.315674168492,0,34.1470297728235,147.608738437315,0,0,54.2218543046358,9.63721559344959,0,0,42.9426860564585,169.440591770689,161.20644825793,145.657672849916,45.2403393025448,0,148.595590456056,0,0,108.705258506407,114.062951198383,64.6290990130532,169.440591770689,0,0,0,224.323162870649,53.3980582524272,0,0
"TETB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.6423841059603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TETO",393.756352548279,0,237.856676105424,245.734388742304,199.893390191898,44.1400304414003,283.174762143215,373.590396507821,0,0,28.8568257491676,384.285714285714,0,255.639097744361,208.720930232558,37.9583266031336,355.15251442704,90.8023483365949,0,352.930436370276,270.10078387458,191.419845159457,172.045454545455,0,138.872043662826,317.740731525255,104.105317858999,355.599603567889,202.287946428571,0,0,147.358490566038,0,296.823432343234,250.661025912216,437.643728993455,0,161.461187214612,0,393.86189258312,512.195121951219,299.5787995788,803.662381760854,0,172.436488087403,366.003386960203,0,465.344964314037,377.20244516361,0,349.825007954184,138.291690877397,450.335892514395,79.6080832823025,0,0,0,28.5082253240279,413.558476719746,162.121778109824,1.39843841044167,172.959291288758,105.896693585251,0,0,250.473933649289,194.666058810121,0,106.030150753769,1033.84501572036,305.715992830114,0,138.56356709468,383.192284983271,0,121.385706492089,356.788079470199,1.06275059175885,0,107.52688172043,263.130881094953,472.029588534443,263.650546021841,374.367622259696,345.428840716305,0,288.231148696265,0,0,247.753719251731,198.960438925787,184.017828716969,472.029588534443,0,0,0,191.448216587881,122.815533980583,0,0
"TETQ",1846.84187599826,0,1287.95469396646,2561.82937554969,998.933901918977,823.947234906139,1503.25488232348,200.800291014915,0,0,446.910839807621,1463.01587301587,0,1260.8847700647,674.22480620155,5891.93991277661,3037.26298433636,632.876712328767,0,2951.25068468139,1896.75251959686,601.321116556574,565.227272727273,0,775.621588841722,444.389151530231,638.489520180149,6620.41625371655,9730.18973214286,0,0,1152.07547169811,0,802.59900990099,999.471179270227,900.406863612241,0,925.479452054795,0,2862.35759125785,3145.31911786184,1875.92137592138,4279.89328159107,0,3322.62735290246,586.790855207451,0,704.996034892942,936.53362099964,0,3249.28412344893,849.506101104009,650.671785028791,898.346601347214,0,0,0,0,1882.76156887891,237.579379902876,0,1624.34085635942,906.140484534512,0,0,3227.48815165877,2270.11625256439,0,723.618090452261,2801.83095986684,1383.78809002191,0,2628.47467193453,731.155284392836,0,6050.19094380796,924.254966887417,0,0,800.819252432156,3497.86142001711,969.024503005086,2476.85907436297,830.31197301855,6433.31762488219,0,2134.19913419913,0,0,510.531742524672,784.29107710078,2975.80388411334,969.024503005086,0,0,0,1095.61667382896,1025.2427184466,0,0
"TETW",1829.41774357485,0,1941.84273578741,1805.45294635004,2278.25159914712,2129.37595129376,1480.97145718578,2244.81629683521,0,0,941.176470588235,2164.76190476191,0,2224.68963105438,1390.89147286822,1191.08383136811,2386.15004122012,1275.14677103718,0,1634.28884425781,1809.96640537514,1284.96342069749,2040.68181818182,0,2420.86112795634,2349.34063199801,1699.28979733241,2254.70763131814,1753.34821428571,0,0,1806.98113207547,0,2114.06765676568,2225.27763088313,1730.05483813904,8.28592268417214,1375.8904109589,0,2229.01650778889,1827.22360157733,2311.51281151281,1818.33616298812,0,1198.49940766092,2547.84081287045,0,2212.37113402062,2222.04243078029,0,1687.87782373529,2216.15339918652,2196.73704414587,2406.61359461115,0,0,4.92270682051054,0,2066.93740871362,2632.79790810609,0.599330747332146,2132.2505800464,1481.18238610392,0,4.49007041696337,2363.74407582938,1776.61271939822,4.77226175644572,2073.36683417085,1080.17384871463,1919.93626767576,0.691894193411038,1863.12967405108,2728.20310962409,0,1096.29023458811,1189.98344370861,8.30877735375103,0,1998.46390168971,1631.82207014542,2109.80120203421,1813.13919223436,2511.59359190557,2539.82092365693,0,1695.66092821907,0.750866384289565,72.6179313912509,2313.15363087347,2343.05515449033,1827.44348933461,2109.80120203421,0,0,9.87930365739579,2466.48044692737,2257.76699029126,0,4.35405743727436
"TETX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4608523290387,8.64955357142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2116151545364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VANG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82100412321125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VANTG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54016620498615,0,0,0,0,0,15.2626362735382,0,0,0,0,0,0,0,0,0,0,0,4.65008137642409,6.4261720461516,0,20.9798690274072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.907262957185,0,23.7983034872762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VANXYG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59189443920829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VANYB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21270919233568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64938737040528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YGIW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529661016949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YOGI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04735792622134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZINT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10667996011964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNEB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4559982953335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANT6",49.3102947582402,0,35.0686125027227,42.919964819701,17.3240938166311,24.8604769152714,16.2744116174261,20.7348126591488,0,0,19.6078431372549,120.952380952381,0,33.922014338171,7.17054263565891,11.468260377968,35.2844187963726,7.04500978473581,1.25199671890515,6.57294139127259,51.3997760358343,0,11.3636363636364,0,27.8956943602183,18.9101766608609,8.66100814134765,65.0148662041625,284.040178571428,0,0,9.43396226415094,0,19.8019801980198,19.5663670015865,13.4441889262339,0,9.68036529680365,0,9.53266682166938,51.4093763692128,20.5335205335205,30.4390007276255,0,0,18.839966130398,0.528006336076033,13.005551149881,53.0384753685724,0,23.2262169901368,33.7013364323068,13.6756238003839,34.9050826699326,0,0,1.89334877711944,0,54.1484093904741,25.4015689204333,0,24.6783379033959,7.008989791254,0,1.00878234037503,20.8530805687204,23.706405288352,0.823531896023819,27.6381909547739,20.1590530793416,22.1071499701255,1.20637961928078,9.31282630167913,14.9576854949813,0,0,14.0728476821192,3.71962707115598,0.659259378366645,34.3061955965182,86.2275449101796,10.4022191400832,10.9204368174727,17.495784148398,107.445805843544,0,51.8473774287728,0,2.39257654628342,17.0864633966711,34.9408027721629,15.2817574021012,10.4022191400832,0,0,0,32.8749462827675,33.0097087378641,0,11.030278841095
